username;technique_name;total_time;left_button_presses;right_button_presses;time_per_object;left_hand_distances;right_hand_distances
jake;shapes;100.9667;[26,0,0,0,0,0];[25,0,0,0,0,0];[9.333334,5.244444,2.933334,4.266666,3.544445,4.366667,5.300001,5.055553,2.822224,4.555553,6.17778,4.222221,3.555557,3.922222,2.766663,2.755562,2.91111,6.988884,3.211113,3.5,3.599998,3.033333,3.133339];[0.7750211,0.8201615,0.5864131,0.8923147,0.8335573,0.7568883,0.9657866,1.207376,0.6857128,0.8568853,1.177502,1.086887,0.8036278,1.103381,0.8357646,0.8218559,0.9815387,0.4157816,0.1247478,0.9752963,1.145464,1.102058,0.8390883,0.9515014,1.049156,0.9940855];[1.043919,2.328099,1.069394,1.51403,1.419383,1.870555,2.66807,2.991467,1.21463,1.51475,0.9234155,1.125924,2.341913,1.703975,1.407643,1.305998,1.335991,2.438393,2.666804,1.113775,1.515088,1.552469,1.580895,1.082483,1.232915]
