username;technique_name;total_time;left_button_presses;right_button_presses;time_per_object;left_hand_distances;right_hand_distances
artem;shapes;101.3444;[25,0,0,0,0,0];[25,0,0,0,0,0];[13.63333,3.522223,3.722223,4.088888,6.366667,4.411112,6.433334,4.588886,4.833336,3.155556,3.577778,3.722221,3.077774,2.800003,4.211113,2.666664,2.644447,3.466667,3.599998,5,2.633331,2.488892,3.966667];[0.1246171,1.171864,1.354634,1.467293,1.343784,1.521447,1.320393,1.708079,1.523739,1.541247,1.319745,1.491787,1.389792,1.591575,1.550273,1.743643,1.41337,1.416761,1.219486,1.531716,1.67649,1.646547,2.042705,1.46664];[1.13594,1.247473,1.104304,1.981568,3.592282,2.813308,3.282329,2.478992,1.622745,2.538236,1.308732,2.462352,1.352717,2.071394,2.985707,1.438969,1.391935,1.150249,1.20234,1.285719,2.363828,1.564681,1.505856,2.028831,2.243141]
