username;technique_name;total_time;left_button_presses;right_button_presses;time_per_object;left_hand_distances;right_hand_distances
ravi;directions;212.3556;[49,0,0,0,0,0];[52,0,0,0,0,0];[22.45556,4.4,4.033333,54,11.58889,10.21111,4.900002,6.744446,8.511108,4.066673,3.46666,5.188889,16.17778,2.811111,4.788895,5.088882,3.5,2.788895,4.722214,3.755554,6.811111,3.67778,15.57779];[0.2113989,0.1453427,1.065994,1.050981,1.196858,1.125568,0.1980305,0.07089846,0.2560684,0.3634222,0.2324567,0.1323218,0.1599614,0.1117583,0.02562679,0.05796685,0.6762103,0.08319085,0.04137841,1.571038,0.3355735,0.09249755,0.9022163,1.309878,1.098025,0.2314672,0.8819089,1.36047,1.463606,1.012448,1.127813,0.5334587,0.0429608,0.04075767,0.9982709,1.083467,1.330584,0.9353635,0.8986923,0.9861556,1.699202,1.322356,0.2322193,1.089043,1.079167,0.3630752,0.2531493,0.9939662,1.098876];[0.4392599,0.2910696,0.4054395,0.5053563,0.5926865,0.4598092,1.835206,0.3741349,0.5622339,0.4733465,0.2711893,0.3734331,0.3080408,0.4776008,0.3323818,0.4200033,0.2990153,0.3268383,0.3750789,0.4208761,0.4807011,0.5621379,0.525965,0.2827016,0.3117813,0.3488986,0.4612891,0.4039651,0.2437456,0.400717,0.3165462,0.2498408,0.3136901,0.2658693,0.2499348,0.02501898,0.2490899,0.1985097,0.277905,0.4479083,0.3568044,0.3332431,0.4150976,0.2934677,0.3609634,0.3144608,0.3169279,0.2574801,0.3428246,0.3952565,0.3515618,0.4347802]
