username;technique_name;total_time;left_button_presses;right_button_presses;time_per_object;left_hand_distances;right_hand_distances
sven;directions;186.8778;[39,0,0,0,0,0];[38,0,0,0,0,0];[7.811111,5.266666,4.677778,4.933332,4.655556,4.322224,9.844444,4.677776,12.24445,11.44444,3.377777,25.1889,4.199997,5.699997,5.100006,10.68889,3.599998,31.63333,5.811111,4.744446,3.411118,7.14444,3.377777];[0.841994,0.9647221,1.094306,1.180896,1.23187,0.9799511,1.039467,0.9057833,1.320055,1.101135,1.019962,1.044217,1.066069,0.8669844,1.261778,1.233397,0.9972487,1.609436,0.7491553,1.09368,1.272967,1.041011,0.01997831,1.189148,1.087482,1.05079,0.9204924,1.104707,0.7915085,0.7482998,1.079588,1.234766,1.287044,1.006314,0.9697676,0.9641746,1.2431,0.9552625,0.7815141];[0.5647384,0.6002244,0.692279,0.6804884,0.7874217,0.6926117,0.4775348,0.6253674,0.6336353,0.5444766,0.4779302,0.4264452,0.5379735,0.5887576,0.6142874,0.616438,0.3799633,0.3022991,0.3056551,0.3700388,0.3327769,0.5994062,0.4779961,0.5142586,0.5473058,0.4643663,0.5017148,0.4319468,0.7996371,0.4654431,0.4462821,0.3718974,0.6051422,0.5954561,0.3705289,0.510721,0.6051458,0.5079817]
