username;technique_name;total_time;left_button_presses;right_button_presses;time_per_object;left_hand_distances;right_hand_distances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raeyden;shapes;168.8222;[36,0,0,0,0,0];[37,0,0,0,0,0];[31.75556,18.64445,5.377777,3.333332,24.21112,7.455551,9.233337,4.211105,4.67778,3.377777,4.644447,3.766663,3.933334,3.900009,6.655548,6.67778,2.977783,4.599991,4.966675,2.577774,3.088882,2.900009,2.988892];[0.7621666,0.845042,0.7886927,0.5041417,0.3525197,0.8723775,0.8870777,0.786507,0.8495499,0.4205887,0.1765176,0.1106543,1.119621,0.2010565,0.7743782,0.7083227,1.229095,1.199984,1.146584,1.01701,0.9822546,0.859868,0.8962903,0.8762105,0.4822139,0.8702282,0.2597488,1.08973,1.148714,0.9871131,1.039917,0.8344715,0.8757567,0.9389392,1.14493,1.087995];[1.018937,1.053556,0.806753,1.819803,1.155212,2.102875,1.052826,0.7817066,1.23362,1.383997,1.116624,1.130553,1.123738,1.031037,1.028733,1.071562,0.6283302,0.9327781,1.316626,1.032889,1.549721,0.9333485,1.200369,1.500767,0.9136068,1.004368,0.9450344,0.9265148,0.8263148,0.7362601,1.929625,1.851124,0.7438633,1.659377,1.410503,0.7542127,0.9157203]
