subject_id,technique,density,global_trial_idx,trial_type,trial_id,distance_to_obj,num_attempts,trial_time,left_hand_distance_travelled,right_hand_distance_travelled,left_trigger_clicked,right_trigger_clicked,left_grip_clicked,right_grip_clicked
sub_18,ConeExpand,high,1,Search,1,10.01225,1,6.500694,0.5784556,0.1750774,0,4,0,2
sub_18,ConeExpand,high,2,Repeat,1,10.01092,1,8.270536,0.7703444,0.2895963,0,6,0,4
sub_18,ConeExpand,high,3,Search,2,9.991735,1,2.631355,0.3547862,0.03410223,0,2,0,0
sub_18,ConeExpand,high,4,Repeat,2,9.995232,1,2.115967,0.3303286,0.02349797,0,2,0,0
sub_18,ConeExpand,high,5,Search,3,7.599131,1,2.269436,0.3805084,0.09402272,0,2,0,0
sub_18,ConeExpand,high,6,Repeat,3,7.598464,1,2.589607,0.4050975,0.12566,0,2,0,0
sub_18,ConeExpand,high,7,Search,4,10.90695,1,6.098423,0.5145454,0.3614309,0,5,0,3
sub_18,ConeExpand,high,8,Repeat,4,10.90195,1,2.269321,0.3535498,0.06051804,0,2,0,0
sub_18,ConeExpand,high,9,Search,5,6.222115,1,7.838234,0.5704839,0.1608615,0,3,0,1
sub_18,ConeExpand,high,10,Repeat,5,6.226053,1,2.241577,0.3047617,0.1466479,0,2,0,0
sub_18,ConeExpand,medium,11,Search,1,11.86791,1,6.682053,0.4911089,0.0489908,0,3,0,1
sub_18,ConeExpand,medium,12,Repeat,1,11.86341,1,2.408859,0.3002441,0.01679469,0,2,0,0
sub_18,ConeExpand,medium,13,Search,2,5.97043,1,9.022301,0.680721,0.1217436,0,5,0,3
sub_18,ConeExpand,medium,14,Repeat,2,5.972174,1,3.64727,0.4255061,0.1785986,0,2,0,0
sub_18,ConeExpand,medium,15,Search,3,10.90758,1,7.712891,0.5112309,0.02974073,0,5,0,3
sub_18,ConeExpand,medium,16,Repeat,3,10.90547,1,2.185837,0.2387105,0.01649236,0,2,0,0
sub_18,ConeExpand,medium,17,Search,4,13.58144,1,9.690018,0.740928,0.06869727,0,8,0,6
sub_18,ConeExpand,medium,18,Repeat,4,13.58316,1,2.116341,0.3485098,0.03660535,0,2,0,0
sub_18,ConeExpand,medium,19,Search,5,13.29811,2,6.738083,0.9985819,0.1364725,1,6,0,1
sub_18,ConeExpand,medium,20,Repeat,5,13.2936,1,1.907272,0.3555294,0.04099287,0,2,0,0
sub_18,ConeExpand,low,21,Search,1,7.474605,1,2.825241,0.3959382,0.1005279,0,2,0,0
sub_18,ConeExpand,low,22,Repeat,1,7.478033,1,1.782074,0.3210168,0.02292051,0,2,0,0
sub_18,ConeExpand,low,23,Search,2,4.818647,1,4.385468,0.4669385,0.03751885,0,4,0,2
sub_18,ConeExpand,low,24,Repeat,2,4.820315,1,4.190399,0.6977236,0.05515251,1,3,0,1
sub_18,ConeExpand,low,25,Search,3,7.607214,1,3.912613,0.3853027,0.04225878,0,3,0,1
sub_18,ConeExpand,low,26,Repeat,3,7.604376,1,2.296936,0.3167746,0.02300319,0,2,0,0
sub_18,ConeExpand,low,27,Search,4,11.87174,1,2.450226,0.3020394,0.02013532,0,2,0,0
sub_18,ConeExpand,low,28,Repeat,4,11.87085,1,2.436172,0.3137431,0.0255295,0,2,0,0
sub_18,ConeExpand,low,29,Search,5,13.58904,1,4.065292,0.3243895,0.01873727,0,3,0,1
sub_18,ConeExpand,low,30,Repeat,5,13.58974,1,1.809692,0.2954168,0.01504969,0,2,0,0
sub_18,GravityZone+,low,31,Search,1,10.89095,1,21.18922,1.39564,0.4513363,0,5,0,0
sub_18,GravityZone+,low,32,Repeat,1,10.88107,1,7.044693,0.2625214,0.06449524,0,1,0,0
sub_18,GravityZone+,low,33,Search,2,13.5654,1,12.47423,0.2911987,0.07100313,0,1,0,0
sub_18,GravityZone+,low,34,Repeat,2,13.57564,1,7.114643,0.3020684,0.06058005,0,1,0,0
sub_18,GravityZone+,low,35,Search,3,12.43328,1,13.32361,0.5035659,0.0555217,0,1,0,0
sub_18,GravityZone+,low,36,Repeat,3,12.43823,1,7.85228,0.3045104,0.02671012,0,1,0,0
sub_18,GravityZone+,low,37,Search,4,4.252924,1,4.135063,0.2429534,0.02340014,0,1,0,0
sub_18,GravityZone+,low,38,Repeat,4,4.249815,1,3.160408,0.2115986,0.01543463,0,1,0,0
sub_18,GravityZone+,low,39,Search,5,10.00425,1,6.808151,0.2192909,0.02712064,0,1,0,0
sub_18,GravityZone+,low,40,Repeat,5,10.00779,1,4.677902,0.2208347,0.01756365,0,1,0,0
sub_18,GravityZone+,medium,41,Search,1,7.589439,1,6.055389,0.2803937,0.0464784,0,1,0,0
sub_18,GravityZone+,medium,42,Repeat,1,7.59722,1,7.531616,0.2181352,0.01932696,0,1,0,0
sub_18,GravityZone+,medium,43,Search,2,12.44215,1,13.74133,0.2742169,0.03073869,0,1,0,0
sub_18,GravityZone+,medium,44,Repeat,2,12.44381,1,7.058533,0.2251406,0.01213987,0,1,0,0
sub_18,GravityZone+,medium,45,Search,3,10.91439,1,8.38092,0.2406003,0.01985903,0,1,0,0
sub_18,GravityZone+,medium,46,Repeat,3,10.9102,1,9.063644,0.2512719,0.04808389,0,1,0,0
sub_18,GravityZone+,medium,47,Search,4,10.01348,1,8.71553,0.2243003,0.01548831,0,1,0,0
sub_18,GravityZone+,medium,48,Repeat,4,10.01518,1,7.89418,0.2659259,0.02071099,0,1,0,0
sub_18,GravityZone+,medium,49,Search,5,13.59169,1,11.91765,0.3968682,0.101506,0,1,0,0
sub_18,GravityZone+,medium,50,Repeat,5,13.58398,1,5.568741,0.2456066,0.0153822,0,1,0,0
sub_18,GravityZone+,high,51,Search,1,11.53718,1,10.48242,0.3704064,0.04377395,0,1,0,0
sub_18,GravityZone+,high,52,Repeat,1,11.53748,1,8.143723,0.2811128,0.01370014,0,1,0,0
sub_18,GravityZone+,high,53,Search,2,10.91912,1,9.995789,0.311361,0.02672018,0,1,0,0
sub_18,GravityZone+,high,54,Repeat,2,10.91848,1,8.422623,0.2380747,0.008011804,0,1,0,0
sub_18,GravityZone+,high,55,Search,3,6.237858,1,6.501816,0.3113605,0.01639603,0,1,0,0
sub_18,GravityZone+,high,56,Repeat,3,6.239135,1,4.635956,0.223509,0.008471303,0,1,0,0
sub_18,GravityZone+,high,57,Search,4,9.836605,1,8.186035,0.2448083,0.02020556,0,1,0,0
sub_18,GravityZone+,high,58,Repeat,4,9.837198,1,7.55954,0.2356207,0.007355036,0,1,0,0
sub_18,GravityZone+,high,59,Search,5,9.933798,1,10.03741,0.3030924,0.01352132,0,1,0,0
sub_18,GravityZone+,high,60,Repeat,5,9.936058,1,10.62173,0.3473625,0.4287074,0,1,0,0
sub_18,2DMiniMap+,medium,61,Search,1,11.45067,2,10.78113,0.7456737,1.359802,1,0,0,2
sub_18,2DMiniMap+,medium,62,Repeat,1,11.45543,1,5.395325,0.4903399,0.6167082,1,0,1,1
sub_18,2DMiniMap+,medium,63,Search,2,13.57341,1,9.685547,0.4960017,0.6900168,1,0,0,1
sub_18,2DMiniMap+,medium,64,Repeat,2,13.57693,1,7.456787,0.4328312,0.4008716,1,0,0,1
sub_18,2DMiniMap+,medium,65,Search,3,11.62358,1,4.431091,0.3226296,0.339739,1,0,1,1
sub_18,2DMiniMap+,medium,66,Repeat,3,11.62073,1,4.548096,0.3450404,0.2646401,1,0,0,1
sub_18,2DMiniMap+,medium,67,Search,4,5.608624,1,3.798218,0.3367735,0.2646852,1,0,1,1
sub_18,2DMiniMap+,medium,68,Repeat,4,5.607088,1,4.45343,0.3842603,0.1958407,1,0,1,1
sub_18,2DMiniMap+,medium,69,Search,5,4.141537,1,3.92041,0.6783648,0.4736052,1,0,0,1
sub_18,2DMiniMap+,medium,70,Repeat,5,4.140771,1,5.213989,0.7975564,0.4925736,1,1,0,1
sub_18,2DMiniMap+,high,71,Search,1,5.60116,1,8.210022,0.5451079,0.3586446,1,0,0,1
sub_18,2DMiniMap+,high,72,Repeat,1,5.603968,1,4.357849,0.7959218,0.293113,1,1,0,1
sub_18,2DMiniMap+,high,73,Search,2,6.214784,1,10.42914,1.448477,0.4098344,1,3,0,1
sub_18,2DMiniMap+,high,74,Repeat,2,6.22648,1,5.620422,1.353576,0.4530696,1,1,0,1
sub_18,2DMiniMap+,high,75,Search,3,11.41107,2,10.5766,0.9184341,0.468919,1,0,0,2
sub_18,2DMiniMap+,high,76,Repeat,3,11.40938,1,5.992126,1.31037,0.7391269,1,1,0,1
sub_18,2DMiniMap+,high,77,Search,4,11.62,2,3.868103,1.167019,0.3605948,2,0,0,2
sub_18,2DMiniMap+,high,78,Repeat,4,11.61867,1,4.598511,0.7907941,0.3695492,1,1,0,1
sub_18,2DMiniMap+,high,79,Search,5,13.28621,1,5.782776,0.773715,0.4530798,1,0,0,1
sub_18,2DMiniMap+,high,80,Repeat,5,13.28563,1,5.40802,1.349362,0.4850567,1,1,0,1
sub_18,2DMiniMap+,low,81,Search,1,11.7211,1,7.357727,0.6918925,0.4939971,1,0,0,1
sub_18,2DMiniMap+,low,82,Repeat,1,11.71842,1,5.933044,0.6147573,0.3325157,1,0,1,1
sub_18,2DMiniMap+,low,83,Search,2,9.814138,1,3.178589,0.8183297,0.3974245,1,0,0,1
sub_18,2DMiniMap+,low,84,Repeat,2,9.814515,1,3.163879,0.7850081,0.3885997,1,0,0,1
sub_18,2DMiniMap+,low,85,Search,3,11.85833,1,6.865234,0.9574275,0.37833,1,1,0,1
sub_18,2DMiniMap+,low,86,Repeat,3,11.85949,1,4.516479,0.9693918,0.3200057,1,1,0,1
sub_18,2DMiniMap+,low,87,Search,4,10.00475,1,15.69794,2.174109,1.084184,3,0,0,1
sub_18,2DMiniMap+,low,88,Repeat,4,9.998973,1,4.269958,1.19832,0.3206262,1,1,0,1
sub_18,2DMiniMap+,low,89,Search,5,13.32652,1,8.259888,1.380564,0.360528,1,3,0,1
sub_18,2DMiniMap+,low,90,Repeat,5,13.32671,1,8.51062,1.327608,0.4933183,2,1,0,1
sub_18,3DMiniMap,low,91,Search,1,11.41247,1,5.78656,0.6340953,0.978513,1,0,1,1
sub_18,3DMiniMap,low,92,Repeat,1,11.40205,1,4.262466,0.6756058,0.7781465,1,0,0,1
sub_18,3DMiniMap,low,93,Search,2,7.451377,1,3.11998,0.6408697,0.6942259,1,0,0,1
sub_18,3DMiniMap,low,94,Repeat,2,7.453989,2,5.152283,0.9925457,0.9757301,1,0,0,2
sub_18,3DMiniMap,low,95,Search,3,13.5726,1,5.046112,0.8244664,0.6218767,2,0,0,1
sub_18,3DMiniMap,low,96,Repeat,3,13.57029,1,3.696701,0.7689646,0.628328,1,0,1,1
sub_18,3DMiniMap,low,97,Search,4,11.71906,1,9.699875,1.130921,0.604742,3,1,0,1
sub_18,3DMiniMap,low,98,Repeat,4,11.71408,1,3.260574,0.6948934,0.3486982,1,1,0,1
sub_18,3DMiniMap,low,99,Search,5,4.7934,1,5.017227,0.6106974,0.5421577,2,0,0,1
sub_18,3DMiniMap,low,100,Repeat,5,4.796856,2,2.572174,0.5908749,0.6560004,1,0,0,2
sub_18,3DMiniMap,high,101,Search,1,13.28006,1,15.54749,0.6561304,1.565781,3,0,0,1
sub_18,3DMiniMap,high,102,Repeat,1,13.27686,1,5.453064,0.7545941,0.8822585,2,0,0,1
sub_18,3DMiniMap,high,103,Search,2,5.95281,1,20.62878,0.9457017,1.717745,3,0,0,1
sub_18,3DMiniMap,high,104,Repeat,2,5.94581,1,4.23616,0.8409157,0.6070907,1,0,0,1
sub_18,3DMiniMap,high,105,Search,3,3.101945,1,5.504486,1.191398,0.8635795,2,0,0,1
sub_18,3DMiniMap,high,106,Repeat,3,3.10753,1,4.171631,0.588778,0.5492244,1,0,0,1
sub_18,3DMiniMap,high,107,Search,4,9.924938,2,16.93671,0.8762909,1.989841,3,1,0,2
sub_18,3DMiniMap,high,108,Repeat,4,9.930532,2,27.54904,0.8214206,2.143827,5,0,0,2
sub_18,3DMiniMap,high,109,Search,5,4.243194,1,8.869263,0.6784749,0.6369171,1,0,1,1
sub_18,3DMiniMap,high,110,Repeat,5,4.233704,1,7.389069,1.113952,0.7768692,1,0,0,1
sub_18,3DMiniMap,medium,111,Search,1,7.456899,2,9.430878,0.8359813,0.9041551,1,0,0,2
sub_18,3DMiniMap,medium,112,Repeat,1,7.447044,1,3.736694,0.8742411,0.6049439,1,0,0,1
sub_18,3DMiniMap,medium,113,Search,2,9.993279,1,18.33978,0.664839,0.8457463,3,0,0,1
sub_18,3DMiniMap,medium,114,Repeat,2,9.994067,1,3.690582,0.6243923,0.644941,1,0,0,1
sub_18,3DMiniMap,medium,115,Search,3,13.57061,1,4.790649,0.597567,0.5478104,1,0,0,1
sub_18,3DMiniMap,medium,116,Repeat,3,13.57056,1,4.526703,0.5524307,0.5672805,1,0,0,1
sub_18,3DMiniMap,medium,117,Search,4,10.88913,1,7.328369,0.6599487,0.5387388,1,0,0,1
sub_18,3DMiniMap,medium,118,Repeat,4,10.89311,1,2.92865,0.5617483,0.3337015,1,0,0,1
sub_18,3DMiniMap,medium,119,Search,5,8.383649,1,3.425262,0.6006995,0.4474938,1,0,0,1
sub_18,3DMiniMap,medium,120,Repeat,5,8.386909,1,3.462311,0.543136,0.3695763,1,0,0,1
