subject_id,technique,density,global_trial_idx,trial_type,trial_id,distance_to_obj,num_attempts,trial_time,left_hand_distance_travelled,right_hand_distance_travelled,left_trigger_clicked,right_trigger_clicked,left_grip_clicked,right_grip_clicked
sub_3,GravityZone,3,1,Search,1,9.884917,2,86.73438,2.128827,0.7125226,0,2,0,0
sub_3,GravityZone,3,2,Repeat,1,9.901206,1,6.891075,0.3927472,0.09455863,0,1,0,0
sub_3,GravityZone,3,3,Search,2,6.189373,1,6.334579,0.5476467,0.2456947,0,1,0,0
sub_3,GravityZone,3,4,Repeat,2,6.183507,2,4.92868,0.3947682,0.1249909,0,2,0,0
sub_3,GravityZone,3,5,Search,3,5.576506,1,5.359497,0.5209225,0.2750407,0,1,0,0
sub_3,GravityZone,3,6,Repeat,3,5.559143,1,8.909851,0.5877113,0.2634201,0,1,0,0
sub_3,GravityZone,3,7,Search,4,11.46619,1,6.626694,0.4561701,0.1876841,0,1,0,0
sub_3,GravityZone,3,8,Repeat,4,11.47216,1,5.332184,0.3602878,0.1309009,0,1,0,0
sub_3,GravityZone,3,9,Search,5,4.093132,1,5.262131,0.4254739,0.1469581,0,1,0,0
sub_3,GravityZone,3,10,Repeat,5,4.098823,1,3.981522,0.2645955,0.07241469,0,1,0,0
sub_3,GravityZone,1,11,Search,1,11.35833,1,4.315125,0.4482712,0.07159765,0,1,0,0
sub_3,GravityZone,1,12,Repeat,1,11.36537,1,3.299515,0.3466662,0.1121644,0,1,0,0
sub_3,GravityZone,1,13,Search,2,13.24448,1,10.98531,0.5505481,0.1222302,0,1,0,0
sub_3,GravityZone,1,14,Repeat,2,13.24887,1,8.86882,0.3478216,0.07258061,0,1,0,0
sub_3,GravityZone,1,15,Search,3,5.559563,1,3.188019,0.2411517,0.1159271,0,1,0,0
sub_3,GravityZone,1,16,Repeat,3,5.563046,1,2.102463,0.1588887,0.07900944,0,1,0,0
sub_3,GravityZone,1,17,Search,4,13.28821,1,6.724564,0.2695796,0.09687193,0,1,0,0
sub_3,GravityZone,1,18,Repeat,4,13.28708,1,9.147186,0.3496969,0.08057919,0,1,0,0
sub_3,GravityZone,1,19,Search,5,4.101621,1,2.589417,0.3100581,0.08987548,0,1,0,0
sub_3,GravityZone,1,20,Repeat,5,4.096302,1,4.065598,0.3284919,0.1357158,0,2,0,0
sub_3,GravityZone,2,21,Search,1,9.913934,1,8.993439,0.3831435,0.1166364,0,1,0,0
sub_3,GravityZone,2,22,Repeat,1,9.935497,1,4.09314,0.1905646,0.050047,0,1,0,0
sub_3,GravityZone,2,23,Search,2,4.099481,1,4.190369,0.3660407,0.06645545,0,1,0,0
