Subject,technique,density,trial_time,aligned(trial_time) for density,ART-C(trial_time) for density
20,Two,high,5.5330932,-0.0472221665509259364583333334,164
20,Two,low,7.2497856,0.8160684787615740833333333333,196
20,Two,medium,6.8663516,0.8085037683449074072916666667,193
21,Cone,high,10.269029999999999,3.3168013021990730510416666663,246
21,Cone,low,3.8594602,-3.9678856420717594000000000001,23
21,Cone,medium,3.2996094,-4.4842623122106482260416666667,9
21,Gravity,high,15.280719199999998,5.8343483355324055927083333333,270
21,Gravity,low,6.899756999999999,-1.3667504379050935083333333334,117
21,Gravity,medium,3.6669846,-4.8057549288773146343750000000,6
21,Three,high,7.6685304,0.1363386396990739885416666663,171
21,Three,low,5.284131,-1.6994052879050924791666666667,96
21,Three,medium,4.4165768,-2.7800708163773148510416666667,56
21,Two,high,7.0304756,1.4501602334490740635416666666,214
21,Two,low,3.2469636,-3.1867535212384259166666666667,41
21,Two,medium,3.1649643999999997,-2.8928834316550928927083333333,49
22,Cone,high,4.1128202,-2.8394084978009259489583333337,52
22,Cone,low,4.8254186,-3.0019272420717594000000000001,43
22,Cone,medium,5.6719682,-2.1119035122106482260416666667,82
22,Gravity,high,10.638941399999998,1.1925705355324055927083333333,206
22,Gravity,low,6.17312,-2.0933874379050925083333333334,84
22,Gravity,medium,6.8614679999999995,-1.6112715288773151343750000000,99
22,Three,high,3.53797,-3.9942217603009260114583333337,21
22,Three,low,2.8059632,-4.1775730879050924791666666667,17
22,Three,medium,3.8861024,-3.3105452163773148510416666667,38
22,Two,high,3.4965432,-2.0837721665509259364583333334,85
22,Two,low,3.943683,-2.4900341212384259166666666667,68
22,Two,medium,4.9152678000000005,-1.1425800316550920927083333333,125
23,Cone,high,9.957497,3.0052683021990740510416666663,243
23,Cone,low,6.9528814,-0.8744644420717594000000000001,131
23,Cone,medium,5.496729,-2.2871427122106482260416666667,74
23,Gravity,high,9.6281804,0.1818095355324075927083333333,173
23,Gravity,low,9.010440800000001,0.7439333620949084916666666666,190
23,Gravity,medium,6.3765104,-2.0962291288773146343750000000,83
23,Three,high,12.6494272,5.1172354396990739885416666663,265
23,Three,low,5.519867,-1.4636692879050924791666666667,108
23,Three,medium,6.9881096,-0.2085380163773148510416666667,155
23,Two,high,5.41900625,-0.1613091165509259364583333334,158
23,Two,low,4.9594056,-1.4743115212384259166666666667,105
23,Two,medium,4.0122194,-2.0456284316550925927083333333,87
24,Cone,high,3.302588,-3.6496406978009259489583333337,30
24,Cone,low,8.431397200000001,0.6040513579282415999999999999,186
24,Cone,medium,5.652636599999999,-2.1312351122106492260416666667,80
24,Gravity,high,12.287768600000001,2.8413977355324085927083333333,240
24,Gravity,low,8.809937399999999,0.5434299620949064916666666666,184
24,Gravity,medium,9.3919674,0.9192278711226853656250000000,199
24,Three,high,12.578505400000001,5.0463136396990749885416666663,264
24,Three,low,7.432271,0.4487347120949075208333333333,180
24,Three,medium,9.1016486,1.9050009836226851489583333333,226
24,Two,high,7.7808948000000004,2.2005794334490744635416666666,232
24,Two,low,5.036181600000001,-1.3975355212384249166666666667,115
24,Two,medium,9.4934566,3.4356087683449074072916666667,249
25,Cone,high,4.5509034,-2.4013252978009259489583333337,70
25,Cone,low,3.4006225999999997,-4.4267232420717597000000000001,10
25,Cone,medium,5.5834468,-2.2004249122106482260416666667,76
25,Gravity,high,4.555786,-4.8905848644675924072916666667,4
25,Gravity,low,3.6761961999999997,-4.5903112379050928083333333334,8
25,Gravity,medium,4.3492552,-4.1234843288773146343750000000,18
25,Three,high,6.847423600000001,-0.6847681603009250114583333337,140
25,Three,low,3.6081392,-3.3753970879050924791666666667,35
25,Three,medium,3.2514220000000003,-3.9452256163773145510416666667,26
25,Two,high,3.4023074,-2.1780079665509259364583333334,77
25,Two,low,3.0909058000000003,-3.3428113212384256166666666667,36
25,Two,medium,2.169403,-3.8884448316550925927083333333,27
3,Cone,high,4.1487792,-2.8034494978009259489583333337,55
3,Cone,low,5.1010488,-2.7262970420717594000000000001,60
3,Cone,medium,7.2674316,-0.5164401122106482260416666667,145
3,Gravity,high,5.89572525,-3.5506456144675924072916666667,34
3,Gravity,low,5.560487,-2.7060204379050925083333333334,62
3,Gravity,medium,9.1301994,0.6574598711226853656250000000,187
3,Three,high,6.658471799999999,-0.8737199603009270114583333337,132
3,Three,low,8.6804185,1.6968822120949075208333333333,219
3,Three,medium,4.2428344000000004,-2.9538132163773144510416666667,47
3,Two,high,7.3067144,1.7263990334490740635416666666,221
3,Two,low,2.7545653999999997,-3.6791517212384262166666666667,29
3,Two,medium,2.9291992000000002,-3.1286486316550923927083333333,42
4,Cone,high,5.4882966,-1.4639320978009259489583333337,107
4,Cone,low,4.5159296,-3.3114162420717594000000000001,37
4,Cone,medium,4.0987396,-3.6851321122106482260416666667,28
4,Gravity,high,8.2694614,-1.1769094644675924072916666667,123
4,Gravity,low,6.3068188,-1.9596886379050925083333333334,89
4,Gravity,medium,10.193807,1.7210674711226853656250000000,220
4,Three,high,4.3203856,-3.2118061603009260114583333337,40
4,Three,low,7.7429074,0.7593711120949075208333333333,191
4,Three,medium,4.3440492,-2.8525984163773148510416666667,51
4,Two,high,6.0828802,0.5025648334490740635416666666,182
4,Two,low,7.1644326000000005,0.7307154787615745833333333333,189
4,Two,medium,3.9174909999999996,-2.1403568316550929927083333333,79
5,Cone,high,12.3127074,5.3604787021990740510416666663,267
5,Cone,low,2.6557372,-5.1716086420717594000000000001,3
5,Cone,medium,8.9271256,1.1432538877893517739583333333,202
5,Gravity,high,10.7732838,1.3269129355324075927083333333,213
5,Gravity,low,3.3942031999999998,-4.8723042379050927083333333334,5
5,Gravity,medium,5.6524596,-2.8202799288773146343750000000,54
5,Three,high,5.5318852000000005,-2.0003065603009255114583333337,88
5,Three,low,4.307525500000001,-2.6760107879050914791666666667,64
5,Three,medium,2.870215,-4.3264326163773148510416666667,12
5,Two,high,10.0079618,4.4276464334490740635416666666,260
5,Two,low,3.750801,-2.6829161212384259166666666667,63
5,Two,medium,5.994007,-0.0638408316550925927083333333,163
6,Cone,high,18.20693725,11.254708552199074051041666666,286
6,Cone,low,23.5702465,15.742900657928240600000000000,288
6,Cone,medium,10.2995814,2.5157096877893517739583333333,237
6,Gravity,high,9.193980400000001,-0.2523904644675914072916666667,153
6,Gravity,low,11.259794249999999,2.9932868120949064916666666666,242
6,Gravity,medium,14.536910799999998,6.0641712711226833656250000000,272
6,Three,high,11.9129196,4.3807278396990739885416666663,259
6,Three,low,8.133985,1.1504487120949075208333333333,204
6,Three,medium,6.201767200000001,-0.9948804163773138510416666667,128
6,Two,high,7.07428275,1.4939673834490740635416666666,217
6,Two,low,10.1555392,3.7218220787615740833333333333,254
6,Two,medium,4.6934998,-1.3643480316550925927083333333,118
7,Cone,high,7.716028400000001,0.7637997021990750510416666663,192
7,Cone,low,3.445633,-4.3817128420717594000000000001,11
7,Cone,medium,4.9291994,-2.8546723122106482260416666667,50
7,Gravity,high,17.787007199999998,8.340636335532405592708333333,282
7,Gravity,low,7.7186584,-0.5478490379050925083333333334,143
7,Gravity,medium,8.4869686,0.0142290711226853656250000000,168
7,Three,high,14.9617124,7.4295206396990739885416666663,278
7,Three,low,6.7836978000000006,-0.1998384879050918791666666667,156
7,Three,medium,16.67839175,9.481744133622685148958333333,284
7,Two,high,13.202513,7.6221976334490740635416666666,279
7,Two,low,6.7026118,0.2688946787615740833333333333,176
7,Two,medium,11.0032108,4.9453629683449074072916666667,263
8,Cone,high,18.6171296,11.664900902199074051041666666,287
8,Cone,low,9.611934,1.7845881579282405999999999999,223
8,Cone,medium,6.3653414,-1.4185303122106482260416666667,112
8,Gravity,high,17.1463206,7.6999497355324075927083333333,280
8,Gravity,low,4.1542208,-4.1122866379050925083333333334,19
8,Gravity,medium,6.8190028,-1.6537367288773146343750000000,98
8,Three,high,11.81111525,4.2789234896990739885416666663,258
8,Three,low,8.261529,1.2779927120949075208333333333,209
8,Three,medium,6.6925276,-0.5041200163773148510416666667,146
8,Two,high,6.888049,1.3077336334490740635416666666,212
8,Two,low,3.4436864,-2.9900307212384259166666666667,45
8,Two,medium,6.470773400000001,0.4129255683449084072916666667,178
9,Cone,high,9.439343,2.4871143021990740510416666663,235
9,Cone,low,4.254553400000001,-3.5727924420717584000000000001,33
9,Cone,medium,5.8889774,-1.8948943122106482260416666667,91
9,Gravity,high,11.0535634,1.6071925355324075927083333333,218
9,Gravity,low,11.722536199999999,3.4560287620949064916666666666,251
9,Gravity,medium,9.7317046,1.2589650711226853656250000000,208
9,Three,high,9.799951799999999,2.2677600396990729885416666663,233
9,Three,low,3.9842771999999997,-2.9992590879050927791666666667,44
9,Three,medium,12.658399399999999,5.4617517836226841489583333333,268
9,Two,high,8.9154094,3.3350940334490740635416666666,248
9,Two,low,5.697436,-0.7362811212384259166666666667,136
9,Two,medium,6.9130584,0.8552105683449074072916666667,198
