Subject,density,technique,trial_time,aligned(trial_time) for technique,ART-C(trial_time) for technique
21,low,Three,3.3977418,-0.6593993420949074659722222222,124
21,medium,Three,5.9970942,0.9552301141550927173611111111,202
21,high,Two,3.729268,-1.9246149469560184048611111111,55
21,low,Two,1.6748359999999998,-2.7072802011226854465277777778,24
21,medium,Two,3.253562,-1.4416186761226851590277777778,83
22,high,Cone,2.3809082,-2.8137950702430555256944444445,19
22,low,Cone,1.5592217400000001,-3.1936812464930553840277777778,7
22,medium,Cone,4.218850600000001,-0.5647229674652768006944444445,133
22,high,Gravity,9.358960249999999,2.6813682988773138631944444448,261
22,low,Gravity,5.4381926,1.5692609634606481923611111111,223
22,medium,Gravity,4.6300294,0.4453731634606481340277777778,180
22,high,Three,2.3028199999999996,-3.3293545962615744618055555556,6
22,low,Three,1.795813,-2.2613281420949074659722222222,41
22,medium,Three,2.418451,-2.6234130858449072826388888889,26
22,high,Two,2.6710816,-2.9828013469560184048611111111,13
22,low,Two,2.2003114,-2.1818048011226852465277777778,45
22,medium,Two,2.1954957999999998,-2.4996848761226853590277777778,31
23,high,Cone,3.7117676000000004,-1.4829356702430551256944444445,81
23,low,Cone,3.689575,-1.0633279864930554840277777778,103
23,medium,Cone,5.329418800000001,0.5458452325347231993055555555,183
23,high,Gravity,7.348112,0.6705200488773148631944444448,190
23,low,Gravity,4.4331308,0.5641991634606481923611111111,186
23,medium,Gravity,5.042868,0.8582117634606481340277777778,198
23,high,Three,7.7063484,2.0741738037384259381944444444,244
23,low,Three,3.8866820000000004,-0.1704591420949070659722222222,152
23,medium,Three,4.1362428,-0.9056212858449072826388888889,116
23,high,Two,6.739459399999999,1.0855764530439805951388888889,206
23,low,Two,5.718354,1.3362377988773147534722222222,214
23,medium,Two,3.3642944,-1.3308862761226851590277777778,89
24,high,Cone,2.4865234,-2.7081798702430555256944444445,23
24,low,Cone,3.8454588000000003,-0.9074441864930551840277777778,115
24,medium,Cone,3.7173339999999997,-1.0662395674652781006944444445,102
24,high,Gravity,16.3862552,9.708663248877314863194444445,287
24,low,Gravity,7.448510799999999,3.5795791634606471923611111111,269
24,medium,Gravity,8.6455564,4.4609001634606481340277777778,280
24,high,Three,7.6917116,2.0595370037384259381944444444,243
24,low,Three,5.1049324,1.0477912579050925340277777778,205
24,medium,Three,7.549140799999999,2.5072767141550917173611111111,255
24,high,Two,5.29906,-0.3548229469560184048611111111,143
24,low,Two,4.0968746000000005,-0.2852416011226847465277777778,147
24,medium,Two,6.470764,1.7755833238773148409722222222,235
25,high,Cone,6.7305662,1.5358629297569444743055555555,219
25,low,Cone,2.420044,-2.3328589864930554840277777778,39
25,medium,Cone,3.0381226,-1.7454509674652778006944444445,67
