Subject,techniquedensity,trial_time,aligned(trial_time) for techniquedensity,ART-C(trial_time) for techniquedensity
4,Conemedium,4.0987396,-3.2790370722800925760416666667,44
4,Gravityhigh,8.2694614,0.8916847277199074239583333333,200
4,Gravitylow,6.3068188,-1.0709578722800925760416666667,130
4,Gravitymedium,10.193807,2.8160303277199074239583333333,238
4,Threehigh,4.3203856,-3.0573910722800925760416666667,54
4,Threelow,7.7429074,0.3651307277199074239583333333,186
4,Threemedium,4.3440492,-3.0337274722800925760416666667,55
4,Twohigh,6.0828802,-1.2948964722800925760416666667,118
4,Twolow,7.1644326000000005,-0.2133440722800920760416666667,171
4,Twomedium,3.9174909999999996,-3.4602856722800929760416666667,39
5,Conehigh,12.3127074,4.9349307277199074239583333333,263
5,Conelow,2.6557372,-4.7220394722800925760416666667,4
5,Conemedium,8.9271256,1.5493489277199074239583333333,216
5,Gravityhigh,10.7732838,3.3955071277199074239583333333,245
5,Gravitylow,3.3942031999999998,-3.9835734722800927760416666667,19
5,Gravitymedium,5.6524596,-1.7253170722800925760416666667,102
5,Threehigh,5.5318852000000005,-1.8458914722800920760416666667,91
5,Threelow,4.307525500000001,-3.0702511722800915760416666667,53
5,Threemedium,2.870215,-4.5075616722800925760416666667,9
5,Twohigh,10.0079618,2.6301851277199074239583333333,235
5,Twolow,3.750801,-3.6269756722800925760416666667,35
5,Twomedium,5.994007,-1.3837696722800925760416666667,116
6,Conehigh,18.20693725,10.829160577719907423958333333,286
6,Conelow,23.5702465,16.192469827719907423958333333,288
6,Conemedium,10.2995814,2.9218047277199074239583333333,240
6,Gravityhigh,9.193980400000001,1.8162037277199084239583333333,223
6,Gravitylow,11.259794249999999,3.8820175777199064239583333333,251
6,Gravitymedium,14.536910799999998,7.1591341277199054239583333333,274
6,Threehigh,11.9129196,4.5351429277199074239583333333,258
6,Threelow,8.133985,0.7562083277199074239583333333,196
6,Threemedium,6.201767200000001,-1.1760094722800915760416666667,127
6,Twohigh,7.07428275,-0.3034939222800925760416666667,167
6,Twolow,10.1555392,2.7777625277199074239583333333,237
6,Twomedium,4.6934998,-2.6842768722800925760416666667,66
7,Conehigh,7.716028400000001,0.3382517277199084239583333333,184
7,Conelow,3.445633,-3.9321436722800925760416666667,23
7,Conemedium,4.9291994,-2.4485772722800925760416666667,71
7,Gravityhigh,17.787007199999998,10.409230527719905423958333333,285
7,Gravitylow,7.7186584,0.3408817277199074239583333333,185
7,Gravitymedium,8.4869686,1.1091919277199074239583333333,206
7,Threehigh,14.9617124,7.5839357277199074239583333333,276
7,Threelow,6.7836978000000006,-0.5940788722800919760416666667,148
7,Threemedium,16.67839175,9.300615077719907423958333333,281
7,Twohigh,13.202513,5.8247363277199074239583333333,268
7,Twolow,6.7026118,-0.6751648722800925760416666667,142
7,Twomedium,11.0032108,3.6254341277199074239583333333,248
8,Conehigh,18.6171296,11.239352927719907423958333333,287
8,Conelow,9.611934,2.2341573277199074239583333333,227
8,Conemedium,6.3653414,-1.0124352722800925760416666667,132
8,Gravityhigh,17.1463206,9.768543927719907423958333333,282
8,Gravitylow,4.1542208,-3.2235558722800925760416666667,47
8,Gravitymedium,6.8190028,-0.5587738722800925760416666667,150
8,Threehigh,11.81111525,4.4333385777199074239583333333,257
8,Threelow,8.261529,0.8837523277199074239583333333,199
8,Threemedium,6.6925276,-0.6852490722800925760416666667,141
8,Twohigh,6.888049,-0.4897276722800925760416666667,157
8,Twolow,3.4436864,-3.9340902722800925760416666667,22
8,Twomedium,6.470773400000001,-0.9070032722800915760416666667,135
9,Conehigh,9.439343,2.0615663277199074239583333333,225
9,Conelow,4.254553400000001,-3.1232232722800915760416666667,51
9,Conemedium,5.8889774,-1.4887992722800925760416666667,111
9,Gravityhigh,11.0535634,3.6757867277199074239583333333,249
9,Gravitylow,11.722536199999999,4.3447595277199064239583333333,255
9,Gravitymedium,9.7317046,2.3539279277199074239583333333,230
9,Threehigh,9.799951799999999,2.4221751277199064239583333333,232
9,Threelow,3.9842771999999997,-3.3934994722800928760416666667,41
9,Threemedium,12.658399399999999,5.2806227277199064239583333333,266
9,Twohigh,8.9154094,1.5376327277199074239583333333,215
9,Twolow,5.697436,-1.6803406722800925760416666667,106
9,Twomedium,6.9130584,-0.4647182722800925760416666667,159
