Subject,techniquedensity,trial_time,aligned(trial_time) for techniquedensity,ART-C(trial_time) for techniquedensity
25,Conehigh,6.7305662,1.8201729252662037298611111111,234
25,Conelow,2.420044,-2.4903492747337962701388888889,33
25,Conemedium,3.0381226,-1.8722706747337962701388888889,60
25,Gravityhigh,4.2382691999999995,-0.6721240747337967701388888889,139
25,Gravitylow,2.773999,-2.1363942747337962701388888889,54
25,Gravitymedium,3.6012087999999998,-1.3091844747337964701388888889,92
25,Threehigh,1.8081251999999999,-3.1022680747337963701388888889,10
25,Threelow,1.610579,-3.2998142747337962701388888889,5
25,Threemedium,2.5491064000000003,-2.3612868747337959701388888889,45
25,Twohigh,1.8679932000000001,-3.0424000747337961701388888889,13
25,Twolow,2.4394592,-2.4709340747337962701388888889,35
25,Twomedium,1.8022459999999998,-3.1081472747337964701388888889,9
3,Conehigh,1.5982908,-3.3121024747337962701388888889,3
3,Conelow,2.765088,-2.1453052747337962701388888889,52
3,Conemedium,2.09187,-2.8185232747337962701388888889,18
3,Gravityhigh,6.0086624,1.0982691252662037298611111111,210
3,Gravitylow,5.4967163999999995,0.5863231252662032298611111111,194
3,Gravitymedium,5.9115546000000005,1.0011613252662042298611111111,206
3,Threehigh,3.2974608000000005,-1.6129324747337957701388888889,70
3,Threelow,3.1857786,-1.7246146747337962701388888889,68
3,Threemedium,2.4992064,-2.4111868747337962701388888889,40
3,Twohigh,4.3385744,-0.5718188747337962701388888889,142
3,Twolow,1.929175,-2.9812182747337962701388888889,15
3,Twomedium,2.3199708,-2.5904224747337962701388888889,28
4,Conehigh,1.84497475,-3.0654185247337962701388888889,12
4,Conelow,2.1424803999999997,-2.7679128747337965701388888889,19
4,Conemedium,3.4807344000000002,-1.4296588747337960701388888889,86
4,Gravityhigh,4.9782472,0.0678539252662037298611111111,164
4,Gravitylow,5.163184,0.2527907252662037298611111111,175
4,Gravitymedium,4.8896866,-0.0207066747337962701388888889,160
4,Threehigh,4.4701416,-0.4402516747337962701388888889,149
4,Threelow,4.0838412,-0.8265520747337962701388888889,123
4,Threemedium,2.9637572,-1.9466360747337962701388888889,59
4,Twohigh,4.1700166,-0.7403766747337962701388888889,130
4,Twolow,3.3999358,-1.5104574747337962701388888889,75
4,Twomedium,3.672368,-1.2380252747337962701388888889,94
5,Conehigh,5.7001348,0.7897415252662037298611111111,202
5,Conelow,5.995239,1.0848457252662037298611111111,208
5,Conemedium,2.912427,-1.9979662747337962701388888889,55
5,Gravityhigh,7.7180096,2.8076163252662037298611111111,258
5,Gravitylow,3.4722304,-1.4381628747337962701388888889,85
5,Gravitymedium,4.8312498,-0.0791434747337962701388888889,158
5,Threehigh,4.4239014,-0.4864918747337962701388888889,146
5,Threelow,3.6958742,-1.2145190747337962701388888889,96
5,Threemedium,3.1367432,-1.7736500747337962701388888889,65
5,Twohigh,6.049080399999999,1.1386871252662027298611111111,213
5,Twolow,3.3373503999999996,-1.5730428747337966701388888889,71
5,Twomedium,2.919165,-1.9912282747337962701388888889,57
6,Conehigh,5.3435666,0.4331733252662037298611111111,186
6,Conelow,4.327195,-0.5831982747337962701388888889,141
6,Conemedium,3.923407,-0.9869862747337962701388888889,113
6,Gravityhigh,9.778948799999998,4.8685555252662017298611111111,280
6,Gravitylow,8.882565,3.9721717252662037298611111111,272
6,Gravitymedium,6.498873999999999,1.5884807252662027298611111111,228
6,Threehigh,8.2690582,3.3586649252662037298611111111,266
6,Threelow,4.3513886,-0.5590046747337962701388888889,143
6,Threemedium,4.965545799999999,0.0551525252662027298611111111,163
6,Twohigh,3.9134566,-0.9969366747337962701388888889,112
6,Twolow,5.0823548,0.1719615252662037298611111111,173
6,Twomedium,3.1754606,-1.7349326747337962701388888889,67
7,Conehigh,8.3590096,3.4486163252662037298611111111,268
7,Conelow,5.3102052,0.3998119252662037298611111111,182
7,Conemedium,6.025512,1.1151187252662037298611111111,211
7,Gravityhigh,10.7840582,5.8736649252662037298611111111,284
7,Gravitylow,5.6909865,0.7805932252662037298611111111,201
7,Gravitymedium,6.777459,1.8670657252662037298611111111,237
7,Threehigh,6.6338074,1.7234141252662037298611111111,232
7,Threelow,4.0607225,-0.8496707747337962701388888889,121
7,Threemedium,9.181523199999999,4.2711299252662027298611111111,274
7,Twohigh,4.7370849999999995,-0.1733082747337967701388888889,156
7,Twolow,6.032605,1.1222117252662037298611111111,212
7,Twomedium,7.0201256,2.1097323252662037298611111111,240
8,Conehigh,5.2711134,0.3607201252662037298611111111,178
8,Conelow,3.9569732,-0.9534200747337962701388888889,115
8,Conemedium,4.20809075,-0.7023025247337962701388888889,134
8,Gravityhigh,10.4608074,5.5504141252662037298611111111,282
8,Gravitylow,3.9594785999999997,-0.9509146747337965701388888889,116
8,Gravitymedium,5.7470856,0.8366923252662037298611111111,205
8,Threehigh,8.13455125,3.2241579752662037298611111111,263
8,Threelow,3.8996682,-1.0107250747337962701388888889,111
8,Threemedium,4.057853799999999,-0.8525394747337972701388888889,120
8,Twohigh,7.3559045,2.4455112252662037298611111111,250
8,Twolow,3.4348824000000002,-1.4755108747337960701388888889,81
8,Twomedium,6.6006746,1.6902813252662037298611111111,230
9,Conehigh,2.311377,-2.5990162747337962701388888889,27
9,Conelow,2.358423,-2.5519702747337962701388888889,29
9,Conemedium,2.7651366,-2.1452566747337962701388888889,53
9,Gravityhigh,7.0863738,2.1759805252662037298611111111,242
9,Gravitylow,7.6962574,2.7858641252662037298611111111,256
9,Gravitymedium,5.646908600000001,0.7365153252662047298611111111,200
9,Threehigh,3.808838,-1.1015552747337962701388888889,104
9,Threelow,2.6218996,-2.2884936747337962701388888889,48
9,Threemedium,4.9307616,0.0203683252662037298611111111,162
9,Twohigh,9.2454468,4.3350535252662037298611111111,275
9,Twolow,4.159136999999999,-0.7512562747337972701388888889,128
9,Twomedium,5.3588043999999995,0.4484111252662032298611111111,187
