Subject,technique,density,trial_time,aligned(trial_time) for technique,aligned(trial_time) for density,aligned(trial_time) for technique*density,ART(trial_time) for technique,ART(trial_time) for density,ART(trial_time) for technique*density
4,Gravity,low,5.163184,1.2942523634606481923611111111,-1.0647919873379628607638888889,-0.8160130591898147850694444445,213,96,106
4,Gravity,medium,4.8896866,0.7050303634606481340277777778,-1.2429683374074073930555555556,-1.5005561091203703111111111111,193,81,65
4,Three,high,4.4701416,-1.1620329962615740618055555556,0.1340115559953703454861111111,-0.9025969553009258871527777778,98,180,103
4,Three,low,4.0838412,0.0267000579050925340277777778,-0.2015705894212963399305555555,0.2354178442824073940972222222,162,156,175
4,Three,medium,2.9637572,-2.0781068858449072826388888889,-1.8953318832407406305555555556,-1.2957118056481481319444444444,50,52,80
4,Two,high,4.1700166,-1.4838663469560184048611111111,-0.1544976627546295128472222222,-1.1693978233564814024305555556,80,160,87
4,Two,low,3.3999358,-0.9821804011226852465277777778,-1.1771269165046296357638888889,-0.4151634237731481211805555556,109,86,134
4,Two,medium,3.672368,-1.0228126761226851590277777778,-0.8067135415740740222222222223,-0.5537768737037036472222222222,106,109,119
5,Cone,high,5.7001348,0.5054315297569444743055555555,2.2315271101620369954861111111,0.7574472728472222267361111111,181,250,207
5,Cone,low,5.995239,1.2423360135069445159722222222,1.4441163943287037559027777778,2.5768666724305555079861111111,212,227,261
5,Cone,medium,2.912427,-1.8711465674652778006944444445,-1.2583205367129630347222222223,-0.9169909775000000180555555555,58,79,100
5,Gravity,high,7.7180096,1.0404176488773148631944444448,0.2056884976620370913194444448,0.2144973412268519336805555555,204,184,174
5,Gravity,low,3.4722304,-0.3967012365393518076388888889,-2.7557455873379628607638888889,-2.5069666591898147850694444445,141,9,22
5,Gravity,medium,4.8312498,0.6465935634606481340277777778,-1.3014051374074073930555555556,-1.5589929091203703111111111111,187,78,62
5,Three,high,4.4239014,-1.2082731962615740618055555556,0.0877713559953703454861111111,-0.9488371553009258871527777778,94,178,99
5,Three,low,3.6958742,-0.3612669420949074659722222222,-0.5895375894212963399305555555,-0.1525491557175926059027777778,142,125,149
5,Three,medium,3.1367432,-1.9051208858449072826388888889,-1.7223458832407406305555555556,-1.1227258056481481319444444444,56,60,91
5,Two,high,6.049080399999999,0.3951974530439805951388888889,1.7245661372453694871527777778,0.7096659766435175975694444444,177,232,204
5,Two,low,3.3373503999999996,-1.0447658011226856465277777778,-1.2397123165046300357638888889,-0.4777488237731485211805555556,104,82,124
5,Two,medium,2.919165,-1.7760156761226851590277777778,-1.5599165415740740222222222223,-1.3069798737037036472222222222,63,69,78
6,Cone,high,5.3435666,0.1488633297569444743055555555,1.8749589101620369954861111111,0.4008790728472222267361111111,166,242,192
6,Cone,low,4.327195,-0.4257079864930554840277777778,-0.2239276056712962440972222222,0.9088226724305555079861111111,138,154,213
6,Cone,medium,3.923407,-0.8601665674652778006944444445,-0.2473405367129630347222222223,0.0939890224999999819444444445,118,152,166
6,Gravity,high,9.778948799999998,3.1013568488773128631944444448,2.2666276976620350913194444448,2.2754365412268499336805555555,266,251,253
6,Gravity,low,8.882565,5.0136333634606481923611111111,2.6545890126620371392361111111,2.9033679408101852149305555555,282,260,268
6,Gravity,medium,6.498873999999999,2.3142177634606471340277777778,0.3662190625925916069444444444,0.1086312908796286888888888889,247,189,167
6,Three,high,8.2690582,2.6368836037384259381944444444,3.9329281559953703454861111111,2.8963196446990741128472222222,260,275,267
6,Three,low,4.3513886,0.2942474579050925340277777778,0.0659768105787036600694444445,0.5029652442824073940972222222,172,175,197
6,Three,medium,4.965545799999999,-0.0763182858449082826388888889,0.1064567167592583694444444444,0.7060767943518508680555555556,159,179,203
6,Two,high,3.9134566,-1.7404263469560184048611111111,-0.4110576627546295128472222222,-1.4259578233564814024305555556,68,139,69
6,Two,low,5.0823548,0.7002385988773147534722222222,0.5052920834953703642361111111,1.2672555762268518788194444444,192,193,227
6,Two,medium,3.1754606,-1.5197200761226851590277777778,-1.3036209415740740222222222223,-1.0506842737037036472222222222,78,77,95
7,Cone,high,8.3590096,3.1643063297569444743055555555,4.8904019101620369954861111111,3.4163220728472222267361111111,267,280,275
7,Cone,low,5.3102052,0.5573022135069445159722222222,0.7590825943287037559027777778,1.8918328724305555079861111111,185,205,244
7,Cone,medium,6.025512,1.2419384325347221993055555555,1.8547644632870369652777777777,2.1960940224999999819444444445,211,239,249
7,Gravity,high,10.7840582,4.1064662488773148631944444448,3.2717370976620370913194444448,3.2805459412268519336805555555,277,270,271
7,Gravity,low,5.6909865,1.8220548634606481923611111111,-0.5369894873379628607638888889,-0.2882105591898147850694444445,237,128,142
7,Gravity,medium,6.777459,2.5928027634606481340277777778,0.6448040625925926069444444444,0.3872162908796296888888888889,259,201,188
7,Three,high,6.6338074,1.0016328037384259381944444444,2.2976773559953703454861111111,1.2610688446990741128472222222,203,252,226
7,Three,low,4.0607225,0.0035813579050925340277777778,-0.2246892894212963399305555555,0.2122991442824073940972222222,161,153,173
7,Three,medium,9.181523199999999,4.1396591141550917173611111111,4.3224341167592583694444444444,4.9220541943518508680555555556,278,276,284
7,Two,high,4.7370849999999995,-0.9167979469560189048611111111,0.4125707372453699871527777778,-0.6023294233564819024305555556,113,190,116
7,Two,low,6.032605,1.6504887988773147534722222222,1.4555422834953703642361111111,2.2175057762268518788194444444,227,228,250
7,Two,medium,7.0201256,2.3249449238773148409722222222,2.5410440584259259777777777777,2.7939807262962963527777777778,248,256,264
8,Cone,high,5.2711134,0.0764101297569444743055555555,1.8025057101620369954861111111,0.3284258728472222267361111111,163,235,180
8,Cone,low,3.9569732,-0.7959297864930554840277777778,-0.5941494056712962440972222222,0.5386008724305555079861111111,120,123,200
8,Cone,medium,4.20809075,-0.5754828174652778006944444445,0.0373432132870369652777777777,0.3786727724999999819444444445,132,170,186
8,Gravity,high,10.4608074,3.7832154488773148631944444448,2.9484862976620370913194444448,2.9572951412268519336805555555,273,266,269
8,Gravity,low,3.9594785999999997,0.0905469634606478923611111111,-2.2684973873379631607638888889,-2.0197184591898150850694444445,165,34,38
8,Gravity,medium,5.7470856,1.5624293634606481340277777778,-0.3855693374074073930555555556,-0.6431571091203703111111111111,221,145,115
8,Three,high,8.13455125,2.5023766537384259381944444444,3.7984212059953703454861111111,2.7618126946990741128472222222,254,274,263
8,Three,low,3.8996682,-0.1574729420949074659722222222,-0.3857435894212963399305555555,0.0512448442824073940972222222,155,144,164
8,Three,medium,4.057853799999999,-0.9840102858449082826388888889,-0.8012352832407416305555555556,-0.2016152056481491319444444444,108,110,146
8,Two,high,7.3559045,1.7020215530439815951388888889,3.0313902372453704871527777778,2.0164900766435185975694444444,231,267,246
8,Two,low,3.4348824000000002,-0.9472338011226850465277777778,-1.1421803165046294357638888889,-0.3802168237731479211805555556,112,88,135
8,Two,medium,6.6006746,1.9054939238773148409722222222,2.1215930584259259777777777777,2.3745297262962963527777777778,238,247,258
9,Cone,high,2.311377,-2.8833262702430555256944444445,-1.1572306898379630045138888889,-2.6313105271527777732638888889,17,87,17
9,Cone,low,2.358423,-2.3944799864930554840277777778,-2.1926996056712962440972222222,-1.0599493275694444920138888889,36,37,94
9,Cone,medium,2.7651366,-2.0184369674652778006944444445,-1.4056109367129630347222222223,-1.0642813775000000180555555555,51,75,93
9,Gravity,high,7.0863738,0.4087818488773148631944444448,-0.4259473023379629086805555552,-0.4171384587731480663194444445,178,137,131
9,Gravity,low,7.6962574,3.8273257634606481923611111111,1.4682814126620371392361111111,1.7170603408101852149305555555,275,229,238
9,Gravity,medium,5.646908600000001,1.4622523634606491340277777778,-0.4857463374074063930555555556,-0.7433341091203693111111111111,216,131,110
9,Three,high,3.808838,-1.8233365962615740618055555556,-0.5272920440046296545138888889,-1.5639005553009258871527777778,62,129,61
9,Three,low,2.6218996,-1.4352415420949074659722222222,-1.6635121894212963399305555555,-1.2265237557175926059027777778,84,64,86
9,Three,medium,4.9307616,-0.1111024858449072826388888889,0.0716725167592593694444444444,0.6712925943518518680555555556,157,176,202
9,Two,high,9.2454468,3.5915638530439815951388888889,4.9209325372453704871527777778,3.9060323766435185975694444444,270,281,278
9,Two,low,4.159136999999999,-0.2229792011226862465277777778,-0.4179257165046306357638888889,0.3440377762268508788194444444,150,138,182
9,Two,medium,5.3588043999999995,0.6636237238773143409722222222,0.8797228584259254777777777777,1.1326595262962958527777777778,188,210,219
