Subject,density,technique,trial_time,aligned(trial_time) for technique,ART-C(trial_time) for technique
2,high,Cone,12.1406278,4.0019967388310186572916666663,253
2,low,Cone,4.9925353999999995,-1.7321726674189820552083333334,100
2,medium,Cone,5.9874968,-1.2824940882523148302083333334,120
2,high,Gravity,10.4527936,1.0274108985532408572916666663,203
2,low,Gravity,10.3416068,4.3851276631365739947916666663,259
2,medium,Gravity,4.3858016,-2.3656665785300925802083333337,72
2,high,Three,3.8988892,-5.1033951195023148163194444448,5
2,low,Three,7.3051024,1.1405136909143519545138888889,205
2,medium,Three,6.768664200000001,-0.1977927882523138663194444445,159
2,high,Two,5.6093291999999995,-2.6545771741319448732638888890,60
2,low,Two,5.1013246,-1.7269433907986111149305555556,101
2,medium,Two,8.2474588,1.2063031480902777600694444444,206
20,high,Cone,6.3347316,-1.8038994611689813427083333337,96
20,low,Cone,6.7745818,0.0498737325810184447916666666,167
20,medium,Cone,9.840227200000001,2.5702363117476861697916666666,235
20,high,Gravity,6.8877675,-2.5376152014467591427083333337,67
20,low,Gravity,6.863720600000001,0.9072414631365749947916666663,200
20,medium,Gravity,12.697172,5.9457038214699074197916666663,272
20,high,Three,8.3737288,-0.6285555195023148163194444448,140
20,low,Three,5.9916744,-0.1729143090856480454861111111,161
20,medium,Three,5.2811378,-1.6853191882523148663194444445,103
20,high,Two,5.5330932,-2.7308131741319443732638888890,56
20,low,Two,7.2497856,0.4215176092013888850694444444,185
20,medium,Two,6.8663516,-0.1748040519097222399305555556,160
21,high,Cone,10.269029999999999,2.1303989388310176572916666663,227
21,low,Cone,3.8594602,-2.8652478674189815552083333334,50
21,medium,Cone,3.2996094,-3.9703814882523148302083333334,20
21,high,Gravity,15.280719199999998,5.8553364985532388572916666663,271
21,low,Gravity,6.899756999999999,0.9432778631365729947916666663,201
21,medium,Gravity,3.6669846,-3.0844835785300925802083333337,42
21,high,Three,7.6685304,-1.3337539195023148163194444448,118
21,low,Three,5.284131,-0.8804577090856480454861111111,133
21,medium,Three,4.4165768,-2.5498801882523148663194444445,65
21,high,Two,7.0304756,-1.2334307741319443732638888890,121
21,low,Two,3.2469636,-3.5813043907986111149305555556,25
21,medium,Two,3.1649643999999997,-3.8761912519097225399305555556,21
22,high,Cone,4.1128202,-4.0258108611689813427083333337,18
22,low,Cone,4.8254186,-1.8992894674189815552083333334,91
22,medium,Cone,5.6719682,-1.5980226882523148302083333334,109
22,high,Gravity,10.638941399999998,1.2135586985532388572916666663,207
22,low,Gravity,6.17312,0.2166408631365739947916666663,175
22,medium,Gravity,6.8614679999999995,0.1099998214699069197916666663,172
22,high,Three,3.53797,-5.4643143195023148163194444448,2
22,low,Three,2.8059632,-3.3586255090856480454861111111,33
22,medium,Three,3.8861024,-3.0803545882523148663194444445,43
22,high,Two,3.4965432,-4.7673631741319443732638888890,10
22,low,Two,3.943683,-2.8845849907986111149305555556,49
22,medium,Two,4.9152678000000005,-2.1258878519097217399305555556,87
23,high,Cone,9.957497,1.8188659388310186572916666663,222
23,low,Cone,6.9528814,0.2281733325810184447916666666,176
23,medium,Cone,5.496729,-1.7732618882523148302083333334,99
23,high,Gravity,9.6281804,0.2027976985532408572916666663,173
23,low,Gravity,9.010440800000001,3.0539616631365749947916666663,246
23,medium,Gravity,6.3765104,-0.3749577785300925802083333337,152
23,high,Three,12.6494272,3.6471428804976851836805555552,251
23,low,Three,5.519867,-0.6447217090856480454861111111,139
23,medium,Three,6.9881096,0.0216526117476851336805555555,166
23,high,Two,5.41900625,-2.8449001241319443732638888890,51
23,low,Two,4.9594056,-1.8688623907986111149305555556,93
23,medium,Two,4.0122194,-3.0289362519097222399305555556,47
24,high,Cone,3.302588,-4.8360430611689813427083333337,9
24,low,Cone,8.431397200000001,1.7066891325810194447916666666,218
24,medium,Cone,5.652636599999999,-1.6173542882523158302083333334,108
24,high,Gravity,12.287768600000001,2.8623858985532418572916666663,239
24,low,Gravity,8.809937399999999,2.8534582631365729947916666663,238
24,medium,Gravity,9.3919674,2.6404992214699074197916666663,236
24,high,Three,12.578505400000001,3.5762210804976861836805555552,250
24,low,Three,7.432271,1.2676822909143519545138888889,208
24,medium,Three,9.1016486,2.1351916117476851336805555555,228
24,high,Two,7.7808948000000004,-0.4830115741319439732638888890,145
24,low,Two,5.036181600000001,-1.7920863907986101149305555556,98
24,medium,Two,9.4934566,2.4523009480902777600694444444,232
25,high,Cone,4.5509034,-3.5877276611689813427083333337,24
25,low,Cone,3.4006225999999997,-3.3240854674189818552083333334,34
25,medium,Cone,5.5834468,-1.6865440882523148302083333334,102
25,high,Gravity,4.555786,-4.8695967014467591427083333337,7
25,low,Gravity,3.6761961999999997,-2.2802829368634263052083333337,77
25,medium,Gravity,4.3492552,-2.4022129785300925802083333337,70
25,high,Three,6.847423600000001,-2.1548607195023138163194444448,84
25,low,Three,3.6081392,-2.5564495090856480454861111111,64
25,medium,Three,3.2514220000000003,-3.7150349882523145663194444445,23
25,high,Two,3.4023074,-4.8615989741319443732638888890,8
25,low,Two,3.0909058000000003,-3.7373621907986108149305555556,22
25,medium,Two,2.169403,-4.8717526519097222399305555556,6
3,high,Cone,4.1487792,-3.9898518611689813427083333337,19
3,low,Cone,5.1010488,-1.6236592674189815552083333334,107
3,medium,Cone,7.2674316,-0.0025592882523148302083333334,165
3,high,Gravity,5.89572525,-3.5296574514467591427083333337,27
3,low,Gravity,5.560487,-0.3959921368634260052083333337,150
3,medium,Gravity,9.1301994,2.3787312214699074197916666663,230
3,high,Three,6.658471799999999,-2.3438125195023158163194444448,74
3,low,Three,8.6804185,2.5158297909143519545138888889,233
3,medium,Three,4.2428344000000004,-2.7236225882523144663194444445,58
3,high,Two,7.3067144,-0.9571919741319443732638888890,131
3,low,Two,2.7545653999999997,-4.0737025907986114149305555556,16
3,medium,Two,2.9291992000000002,-4.1119564519097220399305555556,14
4,high,Cone,5.4882966,-2.6503344611689813427083333337,61
4,low,Cone,4.5159296,-2.2087784674189815552083333334,79
4,medium,Cone,4.0987396,-3.1712512882523148302083333334,39
4,high,Gravity,8.2694614,-1.1559213014467591427083333337,124
4,low,Gravity,6.3068188,0.3503396631365739947916666663,182
4,medium,Gravity,10.193807,3.4423388214699074197916666663,249
4,high,Three,4.3203856,-4.6818987195023148163194444448,11
4,low,Three,7.7429074,1.5783186909143519545138888889,214
4,medium,Three,4.3440492,-2.6224077882523148663194444445,62
4,high,Two,6.0828802,-2.1810261741319443732638888890,81
4,low,Two,7.1644326000000005,0.3361646092013893850694444444,180
4,medium,Two,3.9174909999999996,-3.1236646519097226399305555556,41
5,high,Cone,12.3127074,4.1740763388310186572916666663,257
5,low,Cone,2.6557372,-4.0689708674189815552083333334,17
5,medium,Cone,8.9271256,1.6571347117476851697916666666,216
5,high,Gravity,10.7732838,1.3479010985532408572916666663,210
5,low,Gravity,3.3942031999999998,-2.5622759368634262052083333337,63
5,medium,Gravity,5.6524596,-1.0990085785300925802083333337,127
5,high,Three,5.5318852000000005,-3.4703991195023143163194444448,28
5,low,Three,4.307525500000001,-1.8570632090856470454861111111,94
5,medium,Three,2.870215,-4.0962419882523148663194444445,15
5,high,Two,10.0079618,1.7440554258680556267361111110,220
5,low,Two,3.750801,-3.0774669907986111149305555556,44
5,medium,Two,5.994007,-1.0471486519097222399305555556,129
6,high,Cone,18.20693725,10.068306188831018657291666666,285
6,low,Cone,23.5702465,16.845538432581018444791666666,288
6,medium,Cone,10.2995814,3.0295905117476851697916666666,245
6,high,Gravity,9.193980400000001,-0.2314023014467581427083333337,158
6,low,Gravity,11.259794249999999,5.3033151131365729947916666663,266
6,medium,Gravity,14.536910799999998,7.7854426214699054197916666663,280
6,high,Three,11.9129196,2.9106352804976851836805555552,242
6,low,Three,8.133985,1.9693962909143519545138888889,224
6,medium,Three,6.201767200000001,-0.7646897882523138663194444445,136
6,high,Two,7.07428275,-1.1896236241319443732638888890,123
6,low,Two,10.1555392,3.3272712092013888850694444444,248
6,medium,Two,4.6934998,-2.3476558519097222399305555556,73
7,high,Cone,7.716028400000001,-0.4226026611689803427083333337,149
7,low,Cone,3.445633,-3.2790750674189815552083333334,36
7,medium,Cone,4.9291994,-2.3407914882523148302083333334,75
7,high,Gravity,17.787007199999998,8.361624498553238857291666666,283
7,low,Gravity,7.7186584,1.7621792631365739947916666663,221
7,medium,Gravity,8.4869686,1.7355004214699074197916666663,219
7,high,Three,14.9617124,5.9594280804976851836805555552,273
7,low,Three,6.7836978000000006,0.6191090909143525545138888889,192
7,medium,Three,16.67839175,9.711934761747685133680555555,284
7,high,Two,13.202513,4.9386066258680556267361111110,263
7,low,Two,6.7026118,-0.1256561907986111149305555556,164
7,medium,Two,11.0032108,3.9620551480902777600694444444,252
8,high,Cone,18.6171296,10.478498538831018657291666666,287
8,low,Cone,9.611934,2.8872259325810184447916666666,240
8,medium,Cone,6.3653414,-0.9046494882523148302083333334,132
8,high,Gravity,17.1463206,7.7209378985532408572916666663,278
8,low,Gravity,4.1542208,-1.8022583368634260052083333337,97
8,medium,Gravity,6.8190028,0.0675346214699074197916666663,169
8,high,Three,11.81111525,2.8088309304976851836805555552,237
8,low,Three,8.261529,2.0969402909143519545138888889,226
8,medium,Three,6.6925276,-0.2739293882523148663194444445,157
8,high,Two,6.888049,-1.3758573741319443732638888890,116
8,low,Two,3.4436864,-3.3845815907986111149305555556,31
8,medium,Two,6.470773400000001,-0.5703822519097212399305555556,142
9,high,Cone,9.439343,1.3007119388310186572916666663,209
9,low,Cone,4.254553400000001,-2.4701546674189805552083333334,68
9,medium,Cone,5.8889774,-1.3810134882523148302083333334,114
9,high,Gravity,11.0535634,1.6281806985532408572916666663,215
9,low,Gravity,11.722536199999999,5.7660570631365729947916666663,270
9,medium,Gravity,9.7317046,2.9802364214699074197916666663,243
9,high,Three,9.799951799999999,0.7976674804976841836805555552,198
9,low,Three,3.9842771999999997,-2.1803115090856483454861111111,82
9,medium,Three,12.658399399999999,5.6919424117476841336805555555,269
9,high,Two,8.9154094,0.6515030258680556267361111110,194
9,low,Two,5.697436,-1.1308319907986111149305555556,126
9,medium,Two,6.9130584,-0.1280972519097222399305555556,163
