Username,Time_Registered,Button_presses_L,Button_presses_R,Task_Times,Distance_L_hand, Distance_R_hand
,43.25556,(0,0,0,0,0,0),(0,0,0,0,0,0),(7.5,24.1,28.96667,33.08889,37.4),(),()
