Username,Time_Registered,Button_presses_L,Button_presses_R,Task_Times,Distance_L_hand, Distance_R_hand
,69.58889,(0,0,0,0,0,0),(0,0,0,0,0,0),(15.17778,15.17778,15.17778,29.65556,29.65556,29.65556,40.7,40.7,40.7,50.84444,50.84444,50.84444,55.12222,55.12222,55.12222),(),()
