subject_id,technique,density,trial_id,randObjIdx,successful_selections,total_attempts,trial_time
subDrlAVIOLA,RayKebab,1,1,30,1,1,4.343887
subDrlAVIOLA,RayKebab,1,2,20,1,2,7.55233
