subject_id,technique,density,trial_id,randObjIdx,successful_selections,total_attempts,trial_time
subtestagain_fr1232,RayKebab,1,1,30,1,1,2.938873
subtestagain_fr1232,RayKebab,1,2,20,1,1,1.809906
subtestagain_fr1232,RayKebab,1,3,1,1,2,2.714774
subtestagain_fr1232,RayKebab,1,4,15,1,1,2.131847
subtestagain_fr1232,RayKebab,1,5,30,1,1,1.712343
subtestagain_fr1232,RayKebab,2,1,72,1,2,3.637175
subtestagain_fr1232,RayKebab,2,2,65,1,1,1.350481
subtestagain_fr1232,RayKebab,2,3,79,1,1,1.531321
subtestagain_fr1232,RayKebab,2,4,24,1,1,1.113712
subtestagain_fr1232,RayKebab,2,5,81,1,1,3.229286
subtestagain_fr1232,RayKebab,3,1,18,1,2,3.398846
subtestagain_fr1232,RayKebab,3,2,296,1,1,1.909775
subtestagain_fr1232,RayKebab,3,3,259,1,1,2.613945
subtestagain_fr1232,RayKebab,3,4,171,1,1,2.767563
subtestagain_fr1232,RayKebab,3,5,120,1,1,16.22283
subtestagain_fr1232,OhMiniMap,1,1,30,1,1,2.373772
subtestagain_fr1232,OhMiniMap,1,2,20,1,1,1.382599
subtestagain_fr1232,OhMiniMap,1,3,1,1,1,1.583183
subtestagain_fr1232,OhMiniMap,1,4,15,1,1,2.063583
subtestagain_fr1232,OhMiniMap,1,5,30,1,1,1.488182
subtestagain_fr1232,OhMiniMap,2,1,72,1,1,2.287918
subtestagain_fr1232,OhMiniMap,2,2,65,1,1,1.780014
subtestagain_fr1232,OhMiniMap,2,3,79,1,1,2.061661
subtestagain_fr1232,OhMiniMap,2,4,24,1,1,1.941284
subtestagain_fr1232,OhMiniMap,2,5,81,1,1,1.664742
subtestagain_fr1232,OhMiniMap,3,1,18,1,1,2.179718
subtestagain_fr1232,OhMiniMap,3,2,296,1,1,1.821594
subtestagain_fr1232,OhMiniMap,3,3,259,1,1,2.284149
subtestagain_fr1232,OhMiniMap,3,4,171,1,1,1.922119
subtestagain_fr1232,OhMiniMap,3,5,120,1,1,2.233032
subtestagain_fr1232,SimpleMiniMap,1,1,30,1,1,2.015549
subtestagain_fr1232,SimpleMiniMap,1,2,20,1,1,1.203415
subtestagain_fr1232,SimpleMiniMap,1,3,1,1,1,1.604691
subtestagain_fr1232,SimpleMiniMap,1,4,15,1,1,1.521973
subtestagain_fr1232,SimpleMiniMap,1,5,30,1,1,1.256027
subtestagain_fr1232,SimpleMiniMap,2,1,72,1,1,1.603745
subtestagain_fr1232,SimpleMiniMap,2,2,65,1,1,2.6763
subtestagain_fr1232,SimpleMiniMap,2,3,79,1,1,1.621506
subtestagain_fr1232,SimpleMiniMap,2,4,24,1,1,1.427551
subtestagain_fr1232,SimpleMiniMap,2,5,81,1,1,1.436768
subtestagain_fr1232,SimpleMiniMap,3,1,18,1,1,1.740448
subtestagain_fr1232,SimpleMiniMap,3,2,296,1,1,1.393097
subtestagain_fr1232,SimpleMiniMap,3,3,259,1,3,4.630585
subtestagain_fr1232,SimpleMiniMap,3,4,171,1,1,1.740616
subtestagain_fr1232,SimpleMiniMap,3,5,120,1,1,2.193909
subtestagain_fr1232,ThreeDMiniMap,1,1,30,1,1,1.775742
subtestagain_fr1232,ThreeDMiniMap,1,2,20,1,1,1.603104
subtestagain_fr1232,ThreeDMiniMap,1,3,1,1,1,1.581375
subtestagain_fr1232,ThreeDMiniMap,1,4,15,1,1,1.610001
subtestagain_fr1232,ThreeDMiniMap,1,5,30,1,1,1.505051
subtestagain_fr1232,ThreeDMiniMap,2,1,72,1,1,1.753174
subtestagain_fr1232,ThreeDMiniMap,2,2,65,1,1,1.428802
subtestagain_fr1232,ThreeDMiniMap,2,3,79,1,1,1.783066
subtestagain_fr1232,ThreeDMiniMap,2,4,24,1,1,2.496658
subtestagain_fr1232,ThreeDMiniMap,2,5,81,1,1,1.425644
subtestagain_fr1232,ThreeDMiniMap,3,1,18,1,1,2.229233
subtestagain_fr1232,ThreeDMiniMap,3,2,296,1,1,1.373642
subtestagain_fr1232,ThreeDMiniMap,3,3,259,1,1,1.655304
subtestagain_fr1232,ThreeDMiniMap,3,4,171,1,1,1.603561
subtestagain_fr1232,ThreeDMiniMap,3,5,120,1,1,1.631592
