submyk,OhMiniMap,2,1,90,1,1,5.887184,(0.2, 0.4, 0.1),(0.2, 0.3, -0.1),2,0,0,1
submyk,OhMiniMap,2,2,84,1,1,2.551792,(0.0, 0.2, 0.0),(0.1, 0.2, 0.1),1,1,0,1
