subject_id,technique,density,trial_id,randObjIdx,successful_selections,total_attempts,trial_time
subtestagain,ThreeDMiniMap,1,1,30,1,1,6.660094
subtestagain,ThreeDMiniMap,1,2,20,1,1,6.535736
subtestagain,ThreeDMiniMap,1,3,1,1,1,5.41011
subtestagain,ThreeDMiniMap,1,4,15,1,1,5.290924
subtestagain,ThreeDMiniMap,1,5,30,1,1,4.841446
subtestagain,ThreeDMiniMap,2,1,72,1,3,19.27567
subtestagain,ThreeDMiniMap,2,2,65,1,1,13.58023
subtestagain,ThreeDMiniMap,2,3,79,1,1,4.656883
subtestagain,ThreeDMiniMap,2,4,24,1,2,14.02472
subtestagain,ThreeDMiniMap,2,5,81,1,11,75.66161
subtestagain,ThreeDMiniMap,3,1,18,1,1,3.956543
subtestagain,ThreeDMiniMap,3,2,296,1,3,29.34486
subtestagain,ThreeDMiniMap,3,3,259,1,2,5.689972
subtestagain,ThreeDMiniMap,3,4,171,1,1,24.28387
subtestagain,ThreeDMiniMap,3,5,120,1,1,24.95627
