subject_id,technique,density,trial_id,randObjIdx,successful_selections,total_attempts,trial_time
subYOHAN,OhMiniMap,1,1,66,1,1,2.947629
subYOHAN,OhMiniMap,1,2,110,1,2,2.563589
subYOHAN,OhMiniMap,1,3,25,1,1,6.061977
subYOHAN,OhMiniMap,1,4,69,1,1,2.903391
subYOHAN,OhMiniMap,1,5,24,1,1,1.970303
subYOHAN,OhMiniMap,1,6,86,1,1,2.504707
subYOHAN,OhMiniMap,1,7,69,1,1,2.230545
subYOHAN,OhMiniMap,1,8,93,1,1,2.064419
subYOHAN,OhMiniMap,1,9,93,1,1,2.189594
subYOHAN,OhMiniMap,1,10,6,1,1,1.873203
subYOHAN,OhMiniMap,1,11,56,1,1,2.048962
subYOHAN,OhMiniMap,1,12,65,0,0,0
