subject_id,technique,density,trial_id,randObjIdx,successful_selections,total_attempts,trial_time
subryan,ThreeDMiniMap,1,1,28,1,1,9.760825
subryan,ThreeDMiniMap,1,2,52,1,1,1.545753
subryan,ThreeDMiniMap,1,3,61,1,1,5.160156
subryan,ThreeDMiniMap,1,4,26,1,1,1.443653
subryan,ThreeDMiniMap,1,5,18,1,1,1.507904
subryan,ThreeDMiniMap,1,6,50,1,1,1.322525
subryan,ThreeDMiniMap,1,7,28,1,1,1.151451
subryan,ThreeDMiniMap,1,8,1,1,1,1.289104
subryan,ThreeDMiniMap,2,1,102,1,1,1.815678
subryan,ThreeDMiniMap,2,2,86,1,1,1.3232
subryan,ThreeDMiniMap,2,3,112,1,2,2.074707
subryan,ThreeDMiniMap,2,4,50,1,1,1.201885
subryan,ThreeDMiniMap,2,5,29,1,1,1.570229
subryan,ThreeDMiniMap,2,6,28,1,1,1.204445
subryan,ThreeDMiniMap,2,7,18,1,1,1.272743
subryan,ThreeDMiniMap,2,8,10,1,1,1.365852
subryan,ThreeDMiniMap,3,1,220,1,1,61.06693
subryan,ThreeDMiniMap,3,2,214,1,1,1.933762
