subject_id,technique,density,global_trial_idx,trial_type,trial_id,distance_to_obj,num_attempts,trial_time,left_hand_distance_travelled,right_hand_distance_travelled,left_trigger_clicked,right_trigger_clicked,left_grip_clicked,right_grip_clicked
sub_23,GravityZone,1,1,Search,1,5.618268,1,6.390419,0.5720078,0.160003,0,1,0,0
sub_23,GravityZone,1,2,Repeat,1,5.615561,1,3.104683,0.1575024,0.03492808,0,1,0,0
sub_23,GravityZone,1,3,Search,2,11.63076,1,6.348278,0.2013153,0.06657322,0,1,0,0
sub_23,GravityZone,1,4,Repeat,2,11.63227,1,7.337208,0.1822953,0.06545617,0,1,0,0
sub_23,GravityZone,1,5,Search,3,11.73239,1,8.075115,0.1667195,0.08147275,0,1,0,0
sub_23,GravityZone,1,6,Repeat,3,11.73664,1,2.896355,0.1525622,0.07917401,0,1,0,0
sub_23,GravityZone,1,7,Search,4,7.599545,1,5.777802,0.1702892,0.07184251,0,1,0,0
sub_23,GravityZone,1,8,Repeat,4,7.605811,1,5.541321,0.1671588,0.05851635,0,1,0,0
sub_23,GravityZone,1,9,Search,5,4.824209,1,18.46059,0.2922277,0.1944135,0,1,0,0
sub_23,GravityZone,1,10,Repeat,5,4.82726,1,3.286087,0.1694974,0.1021185,0,1,0,0
sub_23,GravityZone,3,11,Search,1,4.821877,1,4.678291,0.3051514,0.1091301,0,1,0,0
sub_23,GravityZone,3,12,Repeat,1,4.829427,1,4.469276,0.2438966,0.0752918,0,1,0,0
sub_23,GravityZone,3,13,Search,2,11.64288,1,10.88607,0.1891136,0.09810229,0,1,0,0
sub_23,GravityZone,3,14,Repeat,2,11.65191,1,11.16522,0.1632175,0.09353426,0,1,0,0
sub_23,GravityZone,3,15,Search,3,3.145536,1,5.249451,0.1270258,0.07758008,0,1,0,0
sub_23,GravityZone,3,16,Repeat,3,3.145186,1,4.107483,0.08584791,0.0639057,0,1,0,0
sub_23,GravityZone,3,17,Search,4,11.75307,1,16.55208,0.2012955,0.1320551,0,1,0,0
sub_23,GravityZone,3,18,Repeat,4,11.75315,1,7.002914,0.141964,0.1074356,0,1,0,0
sub_23,GravityZone,3,19,Search,5,11.88626,1,10.77501,0.2106456,0.1440903,0,1,0,0
sub_23,GravityZone,3,20,Repeat,5,11.88757,1,9.995667,0.1772016,0.1125896,0,1,0,0
sub_23,GravityZone,2,21,Search,1,4.271787,1,4.538895,0.1864497,0.1080883,0,2,0,0
sub_23,GravityZone,2,22,Repeat,1,4.276947,1,3.20285,0.1829994,0.09290369,0,1,0,0
sub_23,GravityZone,2,23,Search,2,11.88775,1,8.7565,0.1756696,0.08956832,0,1,0,0
sub_23,GravityZone,2,24,Repeat,2,11.88762,1,8.270065,0.1913568,0.09990149,0,1,0,0
sub_23,GravityZone,2,25,Search,3,5.225337,1,5.235046,0.2280266,0.1438386,0,1,0,0
sub_23,GravityZone,2,26,Repeat,3,5.223102,1,4.789246,0.1692549,0.07879959,0,1,0,0
sub_23,GravityZone,2,27,Search,4,13.32728,1,10.81729,0.2579166,0.1021855,0,1,0,0
sub_23,GravityZone,2,28,Repeat,4,13.33002,1,6.209381,0.1902005,0.0759592,0,1,0,0
sub_23,GravityZone,2,29,Search,5,6.004602,1,2.534821,0.2238456,0.1002419,0,1,0,0
sub_23,GravityZone,2,30,Repeat,5,6.007501,2,2.742798,0.2744291,0.1243247,0,2,0,0
sub_23,ThreeDMiniMap,2,31,Search,1,5.599041,1,14.34332,1.043357,0.5770319,1,2,0,1
sub_23,ThreeDMiniMap,2,32,Repeat,1,5.585522,1,5.099976,0.2750103,0.3065799,1,0,0,1
sub_23,ThreeDMiniMap,2,33,Search,2,11.41011,1,8.799377,0.5279602,0.4176351,1,0,0,1
sub_23,ThreeDMiniMap,2,34,Repeat,2,11.41328,1,3.726135,0.5117607,0.3102289,1,0,0,1
sub_23,ThreeDMiniMap,2,35,Search,3,4.258602,1,2.681946,0.5552199,0.4080508,1,0,0,1
sub_23,ThreeDMiniMap,2,36,Repeat,3,4.25554,1,2.023804,0.4981888,0.4384254,1,0,0,1
sub_23,ThreeDMiniMap,2,37,Search,4,6.528787,1,3.406982,0.5622223,0.4859737,1,0,0,1
sub_23,ThreeDMiniMap,2,38,Repeat,4,6.537103,1,4.321411,0.3683043,0.3154081,1,0,0,1
sub_23,ThreeDMiniMap,2,39,Search,5,10.91943,1,5.708923,0.417269,0.3528795,1,0,0,1
sub_23,ThreeDMiniMap,2,40,Repeat,5,10.91234,1,5.509888,0.5112175,0.3513747,1,0,0,1
sub_23,ThreeDMiniMap,3,41,Search,1,9.926449,1,18.1485,0.8141966,0.6510205,1,0,0,1
sub_23,ThreeDMiniMap,3,42,Repeat,1,9.936614,3,15.86652,0.4901732,0.764057,2,2,0,3
sub_23,ThreeDMiniMap,3,43,Search,2,6.537243,1,2.696411,0.3997287,0.2347639,1,0,0,1
sub_23,ThreeDMiniMap,3,44,Repeat,2,6.53923,1,4.721985,0.4261434,0.4823523,1,0,0,1
sub_23,ThreeDMiniMap,3,45,Search,3,13.35877,1,6.275391,0.43735,0.6314256,1,0,0,1
sub_23,ThreeDMiniMap,3,46,Repeat,3,13.35573,2,6.755676,0.386963,0.6678011,2,0,0,2
sub_23,ThreeDMiniMap,3,47,Search,4,6.003782,1,31.93439,0.6490733,2.014791,5,0,0,1
sub_23,ThreeDMiniMap,3,48,Repeat,4,6.01891,1,4.638367,0.5187267,0.4342727,1,0,0,1
sub_23,ThreeDMiniMap,3,49,Search,5,12.47617,1,4.192444,0.3958675,0.5138586,1,0,0,1
sub_23,ThreeDMiniMap,3,50,Repeat,5,12.48917,1,6.549194,0.3348287,0.5653763,1,0,0,1
sub_23,ThreeDMiniMap,1,51,Search,1,5.171269,1,6.717163,0.4606269,0.6084122,3,0,0,1
sub_23,ThreeDMiniMap,1,52,Repeat,1,5.203716,1,4.840759,0.3183867,0.5182258,1,2,0,1
sub_23,ThreeDMiniMap,1,53,Search,2,7.485283,1,7.824707,0.3445235,0.3323011,2,0,0,1
sub_23,ThreeDMiniMap,1,54,Repeat,2,7.490528,1,3.984619,0.2062494,0.2453489,1,0,0,2
sub_23,ThreeDMiniMap,1,55,Search,3,9.963161,1,33.65918,0.3924818,1.687156,2,0,0,1
sub_23,ThreeDMiniMap,1,56,Repeat,3,9.969066,1,4.584106,0.2662139,0.4189263,1,0,0,1
sub_23,ThreeDMiniMap,1,57,Search,4,12.47091,1,2.961914,0.2419695,0.466645,1,0,0,1
sub_23,ThreeDMiniMap,1,58,Repeat,4,12.47005,1,2.875,0.2399443,0.5262781,1,0,0,1
sub_23,ThreeDMiniMap,1,59,Search,5,9.950456,1,4.575684,0.2996228,0.6375712,1,0,0,1
sub_23,ThreeDMiniMap,1,60,Repeat,5,9.952679,1,3.148926,0.2706804,0.509259,1,0,0,1
sub_23,Flower,2,61,Search,1,5.195742,1,3.300537,0.2778029,0.2351177,0,2,0,0
sub_23,Flower,2,62,Repeat,1,5.176308,1,3.675415,0.3642024,0.1134489,0,4,0,1
sub_23,Flower,2,63,Search,2,9.925955,1,2.325073,0.2062424,0.09100523,0,2,0,0
sub_23,Flower,2,64,Repeat,2,9.927304,1,1.656494,0.1707164,0.06800216,0,2,0,0
sub_23,Flower,2,65,Search,3,13.31822,1,1.601196,0.1890444,0.06718202,0,2,0,0
sub_23,Flower,2,66,Repeat,3,13.32132,1,1.782227,0.2262229,0.08616052,0,2,0,0
sub_23,Flower,2,67,Search,4,12.42843,1,11.02637,0.5792954,0.1141816,0,11,0,8
sub_23,Flower,2,68,Repeat,4,12.4247,1,13.42102,0.5624126,0.1189141,0,11,0,8
sub_23,Flower,2,69,Search,5,8.388959,1,9.230469,0.360861,0.1071802,0,8,0,5
sub_23,Flower,2,70,Repeat,5,8.388648,1,6.111938,0.3613131,0.0587054,0,6,0,4
sub_23,Flower,1,71,Search,1,10.88766,1,4.59436,0.3174088,0.05384345,0,4,0,2
sub_23,Flower,1,72,Repeat,1,10.891,2,24.82361,0.9893365,0.1197721,0,19,0,15
sub_23,Flower,1,73,Search,2,7.570765,1,4.121094,0.2265643,0.06605393,0,4,0,2
sub_23,Flower,1,74,Repeat,2,7.57338,1,5.387939,0.2808639,0.06160713,0,5,0,3
sub_23,Flower,1,75,Search,3,5.9621,1,2.92395,0.3169601,0.1947449,0,2,0,0
sub_23,Flower,1,76,Repeat,3,5.966113,1,2.311279,0.3400968,0.1410092,0,3,0,0
sub_23,Flower,1,77,Search,4,8.389637,2,6.807983,0.3725891,0.1202997,0,6,0,3
sub_23,Flower,1,78,Repeat,4,8.390073,1,4.399658,0.3767005,0.119685,0,4,0,2
sub_23,Flower,1,79,Search,5,4.23983,1,16.31702,0.8447216,0.09958082,0,10,0,9
sub_23,Flower,1,80,Repeat,5,4.229692,1,2.659424,0.2074906,0.0657884,0,1,0,0
sub_23,Flower,3,81,Search,1,11.48136,1,10.70679,0.4234343,0.1283279,0,6,0,4
sub_23,Flower,3,82,Repeat,1,11.50751,1,8.033325,0.3096221,0.0712584,0,6,0,4
sub_23,Flower,3,83,Search,2,7.57365,1,9.146973,0.3701092,0.08142709,0,6,0,4
sub_23,Flower,3,84,Repeat,2,7.571454,1,1.977051,0.1754713,0.05700331,0,2,0,0
sub_23,Flower,3,85,Search,3,11.45594,1,13.75574,0.4810537,0.08323206,0,9,0,7
sub_23,Flower,3,86,Repeat,3,11.45401,1,2.185791,0.2547077,0.054077,0,2,0,0
sub_23,Flower,3,87,Search,4,11.60996,2,14.56287,0.4750577,0.06639803,0,12,0,8
sub_23,Flower,3,88,Repeat,4,11.60808,1,1.573853,0.1222688,0.04316394,0,2,0,0
sub_23,Flower,3,89,Search,5,9.80582,1,1.615112,0.139952,0.03347232,0,2,0,0
sub_23,Flower,3,90,Repeat,5,9.806782,1,4.788818,0.2554482,0.04512662,0,4,0,2
sub_23,OhMiniMap,1,1,Search,1,12.42325,1,9.597931,0.5784557,0.6856018,2,0,0,1
sub_23,OhMiniMap,1,2,Repeat,1,12.43708,2,7.8125,1.022102,0.3746968,1,1,0,2
sub_23,OhMiniMap,1,3,Search,2,13.33465,1,3.54541,0.4844661,0.2915364,1,1,0,1
sub_23,OhMiniMap,1,4,Repeat,2,13.33799,1,3.337677,0.622048,0.3457591,1,1,0,1
sub_23,OhMiniMap,1,5,Search,3,11.52203,1,5.780579,0.4847377,0.3129669,1,1,0,1
sub_23,OhMiniMap,1,6,Repeat,3,11.53417,1,4.80658,0.556788,0.2477936,1,0,0,1
sub_23,OhMiniMap,1,7,Search,4,10.01954,1,3.709534,0.2702175,0.29154,1,0,0,1
sub_23,OhMiniMap,1,8,Repeat,4,10.02227,1,1.852783,0.2059145,0.2162386,1,0,0,1
sub_23,OhMiniMap,1,9,Search,5,11.42746,1,2.163574,0.2207474,0.2284636,1,0,0,1
sub_23,OhMiniMap,1,10,Repeat,5,11.42692,1,10.78223,0.2170359,0.3539299,1,0,0,1
sub_23,OhMiniMap,3,11,Search,1,4.805966,1,7.541473,0.5054976,0.3366319,1,1,0,1
sub_23,OhMiniMap,3,12,Repeat,1,4.829506,1,3.329315,0.4023159,0.2560712,1,1,0,1
sub_23,OhMiniMap,3,13,Search,2,4.276178,1,6.391968,0.3646125,0.4280449,1,0,0,1
sub_23,OhMiniMap,3,14,Repeat,2,4.273981,1,2.250488,0.2332168,0.2856259,1,0,0,1
sub_23,OhMiniMap,3,15,Search,3,12.46032,1,4.660858,0.404542,0.3201434,1,1,0,1
sub_23,OhMiniMap,3,16,Repeat,3,12.45852,1,2.995117,0.4198538,0.2361691,1,1,0,1
sub_23,OhMiniMap,3,17,Search,4,7.494438,1,35.9476,1.011921,0.7931504,3,1,0,1
