subject_id,technique,density,trial_id,randObjIdx,successful_selections,total_attempts,trial_time
subYOHAN,OhMiniMap,1,1,66,1,1,2.747425
subYOHAN,OhMiniMap,1,2,110,1,1,2.24148
subYOHAN,OhMiniMap,1,3,25,1,1,2.076048
subYOHAN,OhMiniMap,1,4,69,1,1,2.84231
subYOHAN,OhMiniMap,1,5,24,1,1,1.945223
subYOHAN,OhMiniMap,1,6,86,1,1,2.527576
subYOHAN,OhMiniMap,1,7,69,1,2,2.583817
subYOHAN,OhMiniMap,1,8,93,1,1,4.116798
subYOHAN,OhMiniMap,1,9,93,1,1,3.364063
subYOHAN,OhMiniMap,1,10,6,1,1,2.904022
subYOHAN,OhMiniMap,1,11,56,0,0,0
subYOHAN,OhMiniMap,2,1,219,1,1,4.916698
subYOHAN,OhMiniMap,2,2,191,1,1,14.0204
subYOHAN,OhMiniMap,2,3,11,1,1,2.566704
subYOHAN,OhMiniMap,2,4,180,0,0,0
subYOHAN,OhMiniMap,3,1,354,1,1,3.840363
subYOHAN,OhMiniMap,3,2,20,1,1,7.257271
subYOHAN,OhMiniMap,3,3,73,1,1,6.824333
subYOHAN,OhMiniMap,3,4,78,1,1,9.329079
subYOHAN,OhMiniMap,3,5,381,0,0,0
subYOHAN,ThreeDMiniMap,1,1,118,1,1,5.79245
subYOHAN,ThreeDMiniMap,1,2,26,1,1,2.19249
subYOHAN,ThreeDMiniMap,1,3,119,1,1,2.137024
subYOHAN,ThreeDMiniMap,1,4,111,1,1,2.293488
subYOHAN,ThreeDMiniMap,1,5,60,1,1,3.084427
subYOHAN,ThreeDMiniMap,1,6,24,0,1,0
subYOHAN,ThreeDMiniMap,2,1,219,1,1,2.628479
subYOHAN,ThreeDMiniMap,2,2,191,1,1,3.020813
subYOHAN,ThreeDMiniMap,2,3,11,1,1,5.086487
subYOHAN,ThreeDMiniMap,2,4,180,1,1,5.930298
subYOHAN,ThreeDMiniMap,2,5,202,1,1,3.879684
subYOHAN,ThreeDMiniMap,2,6,104,1,1,2.602905
subYOHAN,ThreeDMiniMap,2,7,113,1,1,6.436981
subYOHAN,ThreeDMiniMap,2,8,70,0,0,0
subYOHAN,ThreeDMiniMap,3,1,354,1,1,7.959702
subYOHAN,ThreeDMiniMap,3,2,20,1,1,3.178894
subYOHAN,ThreeDMiniMap,3,3,73,1,1,5.346695
subYOHAN,ThreeDMiniMap,3,4,78,1,1,7.75058
subYOHAN,ThreeDMiniMap,3,5,381,1,1,2.981949
subYOHAN,ThreeDMiniMap,3,6,89,0,0,0
subYOHAN,RayKebab,1,1,66,1,1,4.146759
subYOHAN,RayKebab,1,2,110,1,1,2.56134
subYOHAN,RayKebab,1,3,25,1,1,2.359741
subYOHAN,RayKebab,1,4,69,1,1,5.719116
subYOHAN,RayKebab,1,5,24,1,1,2.385834
subYOHAN,RayKebab,1,6,86,1,1,3.009796
subYOHAN,RayKebab,1,7,69,1,1,2.437561
subYOHAN,RayKebab,1,8,93,1,1,3.455505
subYOHAN,RayKebab,1,9,93,0,0,0
subYOHAN,RayKebab,2,1,219,1,1,3.084717
subYOHAN,RayKebab,2,2,191,1,1,4.004517
subYOHAN,RayKebab,2,3,11,1,1,3.995148
subYOHAN,RayKebab,2,4,180,1,1,3.140991
subYOHAN,RayKebab,2,5,202,1,1,4.394714
subYOHAN,RayKebab,2,6,104,1,1,5.773376
subYOHAN,RayKebab,2,7,113,1,1,5.057678
subYOHAN,RayKebab,2,8,70,0,0,0
subYOHAN,RayKebab,3,1,354,1,1,3.235138
subYOHAN,RayKebab,3,2,20,1,1,5.148315
subYOHAN,RayKebab,3,3,73,1,1,5.104889
subYOHAN,RayKebab,3,4,78,1,1,6.177185
subYOHAN,RayKebab,3,5,381,1,1,3.429688
subYOHAN,RayKebab,3,6,89,1,1,3.642853
subYOHAN,RayKebab,3,7,402,0,0,0
