subject_id,technique,density,trial_id,randObjIdx,successful_selections,total_attempts,trial_time
subryan,RayKebab,1,1,28,1,1,6.572174
subryan,RayKebab,1,2,52,1,1,2.321539
subryan,RayKebab,1,3,61,1,1,0.9051609
subryan,RayKebab,1,4,26,1,1,2.165773
subryan,RayKebab,1,5,18,1,1,1.664753
subryan,RayKebab,2,1,102,1,1,1.531521
subryan,RayKebab,2,2,86,1,1,2.119167
subryan,RayKebab,2,3,112,1,1,1.294788
subryan,RayKebab,2,4,50,1,1,1.75713
subryan,RayKebab,2,5,29,1,1,1.926495
subryan,RayKebab,3,1,220,1,1,2.47121
subryan,RayKebab,3,2,214,1,1,1.239117
subryan,RayKebab,3,3,82,1,1,2.12133
subryan,RayKebab,3,4,32,1,1,2.947578
subryan,RayKebab,3,5,153,1,1,1.866898
