subject_id,technique,density,trial_id,randObjIdx,successful_selections,total_attempts,trial_time
subtestagain,RayKebab,1,1,30,1,1,3.718359
subtestagain,RayKebab,1,2,20,1,1,4.473017
subtestagain,RayKebab,1,3,1,1,1,2.194626
subtestagain,RayKebab,1,4,15,1,1,2.411772
subtestagain,RayKebab,1,5,30,1,1,1.810963
subtestagain,RayKebab,2,1,72,1,1,8.149017
subtestagain,RayKebab,2,2,65,1,1,7.891129
subtestagain,RayKebab,2,3,79,1,1,2.730991
subtestagain,RayKebab,2,4,24,1,1,4.69978
subtestagain,RayKebab,2,5,81,1,1,4.488888
subtestagain,RayKebab,3,1,18,1,1,8.277451
subtestagain,RayKebab,3,2,296,1,1,2.039757
subtestagain,RayKebab,3,3,259,1,1,7.119705
subtestagain,RayKebab,3,4,171,1,1,6.700005
subtestagain,RayKebab,3,5,120,1,1,3.262405
