submyk,OhMiniMap,1,1,30,1,1,14.67658,(0.1, 0.1, 0.0),(0.1, 0.2, 0.0),1,1,0,1
submyk,OhMiniMap,1,2,2,1,1,11.01753,(0.1, 0.0, 0.0),(0.1, 0.0, 0.0),1,1,0,1
submyk,OhMiniMap,2,1,90,1,1,36.21883,(0.2, 0.1, 0.1),(0.1, 0.2, 0.1),1,0,0,1
submyk,OhMiniMap,2,2,84,1,1,4.269379,(0.0, 0.2, -0.1),(0.1, 0.2, 0.0),1,1,0,1
submyk,OhMiniMap,3,1,153,1,1,9.878616,(0.0, 0.1, 0.0),(0.2, -0.1, 0.1),1,1,0,1
submyk,OhMiniMap,3,2,158,1,1,15.23033,(0.1, 0.2, -0.1),(0.0, 0.0, -0.2),1,0,0,1
